Year,State,State ANSI,County,ACRES Planted,ACRES Harvested,Acres Loss,Hectare Planted,Hectare Harvested,Hectare Loss,% of Loss,'08-20','09-03','09-17','10-01','10-15','10-29','11-12','11-26','12-10','12-24','01-07','01-21','02-04','02-18','03-04','03-18','04-01','04-15','04-29','05-13','05-27','06-10','06-24','07-08','07-22','08-05','08-19'
2015,ARKANSAS,5,Woodruff,"8,800","7,600","1,200",3561.2368,3075.6136,485.6232,0.136363636,0.460628992,0.426937042,0.390165735,0.326292244,0.329124863,0.323135359,0.300694233,0.03409574,0.314226235,0.058289551,0.079428486,0.163709948,0.416573232,,,0.281931982,0.274629125,0.051213694,0.589345812,,0.238917071,0.390305986,0.348175861,0.463594459,0.483086296,0.50920461,0.512105799
2015,ARKANSAS,5,Clay,"5,200","4,500",700,2104.3672,1821.087,283.2802,0.134615385,0.439226291,0.441374628,0.439251042,0.349503116,0.444531338,0.371849696,0.112526537,0.035836517,0.16688632,,0.100490941,0.240227072,0.370555719,,0.039311994,0.283710431,0.489749085,0.074351555,0.487932745,,0.477190121,0.477884257,0.489002726,0.381236332,0.425022595,0.533880528,0.464883443
2015,ARKANSAS,5,Craighead,"5,700","2,600","3,100",2306.7102,1052.1836,1254.5266,0.543859649,0.422668315,0.416126693,0.379293055,0.280684439,0.322311808,0.310905121,0.206602583,0.032258489,0.241469282,,0.076689512,0.235876634,0.45008439,,,0.388904655,0.171869001,,0.444280818,,0.298591596,0.4024928,0.460952449,0.46227006,0.532983345,0.493652049,0.436222956
2015,ARKANSAS,5,Greene,"4,600","3,700",900,1861.5556,1497.3382,364.2174,0.195652174,0.438274827,0.456430224,0.425056255,0.323476264,0.353038196,0.31778664,0.247927273,0.032723763,0.066852401,,0.084291224,0.229959483,0.393442471,,,0.314521977,0.256555307,,0.542165136,,0.404750985,0.40758779,0.394274855,0.341467125,0.425421172,0.448728436,0.408931253
2015,ARKANSAS,5,Jackson,"11,000","9,400","1,600",4451.546,3804.0484,647.4976,0.145454545,0.362975998,0.421666477,0.399745539,0.273260455,0.31879934,0.300839589,0.192120179,0.028912127,0.32243176,0.074278726,0.070344632,0.223567333,0.403583487,,,0.510927177,0.213605771,0.036365373,0.604624883,,0.234975535,0.323837566,0.452219855,0.501399945,0.50674172,0.521233032,0.453106251
2015,ARKANSAS,5,Poinsett,"14,800","12,500","2,300",5989.3528,5058.575,930.7778,0.155405405,0.533477903,0.446445027,0.373477382,0.219333294,0.244084806,0.317633252,0.30386277,0.047447331,0.358997853,,0.07128769,0.250146897,0.463540642,,,0.07250168,0.157287521,0.02202697,0.564877733,,0.298375075,0.265105351,0.440500762,0.305942507,0.415257094,0.445944265,0.39749562
2015,ARKANSAS,5,Ashley,"4,000","3,400",600,1618.744,1375.9324,242.8116,0.15,0.5631961,0.253381399,0.448997016,0.22568567,0.410736738,0.363761172,0.363563133,0.299568162,0.023513451,0.135794451,,0.276918694,0.428123052,,,0.499186354,0.258972625,0.637869988,0.599834664,,0.454476432,0.498949475,0.483440193,0.503330745,0.447717177,0.410509641,0.447882882
2015,ARKANSAS,5,Desha,"3,800","3,200",600,1537.8068,1294.9952,242.8116,0.157894737,0.483789977,0.272912115,0.315458174,0.204694164,0.262974301,0.27908293,0.335777832,0.168407784,0.037101573,0.076376749,,0.288489606,0.465598108,,,0.190579118,0.128434618,0.473242577,0.639350223,,0.228712024,0.331599159,0.20904335,0.334932479,0.350665045,0.331327388,0.328518777
2015,ARKANSAS,5,Lincoln,"5,500","4,200","1,300",2225.773,1699.6812,526.0918,0.236363636,0.528300033,0.505519109,0.458040565,0.254576865,0.417096943,0.412629973,0.37537432,0.120861397,0.035205637,0.046719738,,0.160769468,0.387192841,,,0.403413427,0.428921337,0.63512411,0.615032279,,0.425450218,0.406386209,0.413962019,0.534552453,0.525677962,0.492558853,0.544908295
2015,ILLINOIS,17,Grundy,600,550,50,242.8116,222.5773,20.2343,0.083333333,0.024207308,0.756938699,0.577900826,0.267228548,0.300152986,0.193534996,,0.047229229,,0.086497085,0.033479524,,-0.017170583,,,0.161055152,0.034203221,0.048387728,0.204148003,0.638726117,0.535026549,0.018015663,,0.08770221,0.429432792,,0.289877925
2015,ILLINOIS,17,Kane,"3,000","2,900",100,1214.058,1173.5894,40.4686,0.033333333,0.11495867,0.747109771,0.518341736,0.335003649,0.284735768,0.234202267,,,0.066835981,0.27430307,0.024396058,,-0.00249648,,,0.213597994,0.08711826,0.299350931,,0.723381512,0.535782294,0.06444336,0.278347108,0.191512017,0.402709717,0.482260398,0.261460866
2015,ILLINOIS,17,Lake,900,850,50,364.2174,343.9831,20.2343,0.055555556,0.059760758,0.743063757,0.592563072,0.311471189,0.287171598,0.086535671,,0.053566013,,0.232048729,0.03829103,,0.019521276,,,0.194778942,0.118822479,0.334702335,0.026136174,0.727073123,0.738581147,,,0.105952049,0.362235524,,0.146957722
2015,ILLINOIS,17,Mchenry,"4,000","3,850",150,1618.744,1558.0411,60.7029,0.0375,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ILLINOIS,17,Carroll,"1,700","1,500",200,687.9662,607.029,80.9372,0.117647059,0.671559381,0.675905767,,,0.11428528,0.307255433,0.099142174,0.227678314,0.055860931,0.069586623,0.053840702,,0.014863539,,-0.006300367,,0.357606897,0.542922389,,,0.739694218,0.05057839,0.38644171,0.444378627,0.35861957,0.405072984,
2015,ILLINOIS,17,Lee,"1,400","1,300",100,566.5604,526.0918,40.4686,0.071428571,0.054374484,0.699531434,0.51183562,0.33432614,0.268100796,0.308530107,0.116505241,0.274428792,0.070453993,0.278479784,0.02979204,,-0.003619427,,-0.02116208,0.08969931,0.381547692,0.566207758,,0.710479974,0.703956013,0.135125507,0.413915894,0.465123068,0.435998242,0.430699523,0.399868856
2015,ILLINOIS,17,Ogle,"3,600","3,400",200,1456.8696,1375.9324,80.9372,0.055555556,0.113768449,0.709667164,0.477427101,0.315863199,0.233144144,0.295501253,0.078503562,0.242599616,0.040410047,0.276773446,0.031787822,,0.007383024,,-0.023902225,0.150906977,0.345674525,0.528436307,,0.750502861,0.740053411,0.052920819,0.391556868,0.445033531,0.401398486,0.426965459,0.427569177
2015,ILLINOIS,17,Rock Island,500,450,50,202.343,182.1087,20.2343,0.1,0.538466508,0.662470754,0.309912892,0.336796982,0.354827815,0.34953565,0.103120965,0.291440264,0.163662174,0.06658169,0.044126474,,0.011562515,0.017039905,0.047777532,,0.351106834,0.497224846,0.121908273,0.08566737,0.695545637,0.277359741,0.221183854,0.37886265,0.45126363,0.489238132,0.557425594
2015,ILLINOIS,17,Stephenson,"4,200","3,950",250,1699.6812,1598.5097,101.1715,0.05952381,0.346646128,0.709705678,,,0.182995056,0.271888013,0.065844896,0.222669203,0.041913923,,,,0.018296908,0.032652545,-0.00396685,,0.235358736,0.42934628,,,0.629111912,0.036209219,0.314996109,0.47667475,0.387005961,0.411696537,
2015,ILLINOIS,17,Whiteside,"3,200","3,050",150,1294.9952,1234.2923,60.7029,0.046875,0.197915761,0.59547299,,,0.129727673,0.321196973,0.12793433,0.285533533,0.055049744,,,,0.009350728,,-0.016073165,,0.399276496,0.561786355,,,0.717356596,0.176935123,0.316044846,0.414273056,0.428006819,0.489949823,
2015,ILLINOIS,17,Winnebago,"3,300","3,200",100,1335.4638,1294.9952,40.4686,0.03030303,0.105440305,0.668920258,0.465038867,0.297382038,0.259147956,0.286268832,0.06144411,0.245419558,0.039250965,0.274162067,0.019952254,,0.014156343,0.026640943,-0.016662335,0.171514041,0.249635193,0.460205193,0.041945677,0.722755506,0.600133646,0.036194683,0.29301723,0.441201322,0.393012232,0.383236762,0.377487153
2015,ILLINOIS,17,Edwards,"4,500","4,450",50,1821.087,1800.8527,20.2343,0.011111111,,,,0.19072218,0.187215919,0.324090863,0.147915639,,0.265828547,,,0.054835678,0.329499527,-0.007561471,0.089923858,,0.569270889,,,0.101321732,0.324101031,0.406445259,0.0316865,0.45640372,0.486474319,,
2015,ILLINOIS,17,Franklin,"16,100","16,000",100,6515.4446,6474.976,40.4686,0.00621118,0.496004658,0.612331568,0.536693884,0.165702288,0.296967887,0.291188,0.150542609,0.157787035,0.332531662,,0.067885313,0.121827731,0.25740552,0.044996492,0.115772332,,0.568155484,,0.5374436,0.063737591,0.545750441,0.343609327,,0.431558785,0.479792641,0.057577044,0.408366077
2015,ILLINOIS,17,Gallatin,"6,400","6,000",400,2589.9904,2428.116,161.8744,0.0625,,,,0.285438429,0.131371196,0.36035998,0.07659517,,0.319373489,,,0.338052804,0.414225561,0.014046739,0.103494888,,0.699019062,,,0.040725526,0.282677545,0.353144245,,0.39925425,0.437064247,,
2015,ILLINOIS,17,Hamilton,"8,900","8,800",100,3601.7054,3561.2368,40.4686,0.011235955,0.605785557,0.563030803,0.491642387,0.277513374,0.264044854,0.273797138,0.150905733,0.228853,0.280491639,,0.062199281,0.229157564,0.318755117,0.026675634,0.101906176,,0.518026989,,0.624778446,0.056952192,0.54836692,0.384831643,0.091759178,0.455720907,0.505706428,0.038431841,0.384550154
2015,ILLINOIS,17,Massac,"4,300","4,200",100,1740.1498,1699.6812,40.4686,0.023255814,0.545840783,0.642187162,0.568500417,0.310125905,0.429989869,0.409219231,0.15178704,0.297427914,0.30190382,,0.054445229,0.057091175,0.295737704,-0.011199232,0.271328404,,0.380275426,,0.370688854,0.044436127,0.520527462,0.345724777,,0.5360376,0.566388987,0.205931573,0.537501913
2015,ILLINOIS,17,Saline,"1,000",900,100,404.686,364.2174,40.4686,0.1,0.623549252,0.608115297,0.474709165,0.290833494,0.29695377,0.401129027,0.158705109,0.307682795,0.355934933,,0.077201226,0.22888754,0.349775308,0.023083466,0.117899048,,0.617879306,,0.669099157,0.048806894,0.437461478,0.344420222,,0.52423835,0.586767617,0.051248569,0.514500081
2015,ILLINOIS,17,Wabash,"3,900","3,750",150,1578.2754,1517.5725,60.7029,0.038461538,,,,0.187360954,0.203039109,0.274362072,0.105146277,,0.244459502,,,0.055025378,0.288054188,-0.011025479,0.067092255,,0.570773984,,,0.126256103,0.311810845,0.367284619,0.033897773,0.436206614,0.458263759,,
2015,ILLINOIS,17,Wayne,"12,000","11,500",500,4856.232,4653.889,202.343,0.041666667,0.37144332,0.411728144,0.461436866,0.195119823,0.262419044,0.33053021,0.145858443,0.213802673,0.267466149,,0.066821904,0.077430665,0.346355018,-0.014664428,0.125930389,,0.394111789,,0.385816457,0.087460845,0.520891768,0.409985852,0.042516514,0.42026771,0.463970762,0.041730983,0.3971961
2015,ILLINOIS,17,White,"11,500","11,400",100,4653.889,4613.4204,40.4686,0.008695652,0.451395424,0.653827516,0.61635417,0.32591858,0.170553946,0.354851854,0.118308675,0.247994589,0.285784133,,0.065713594,0.290790704,0.373641178,0.023197414,0.085645349,,0.45134355,,,0.060341479,0.400988382,0.420954456,0.03107135,0.457392094,0.537183794,0.07252778,0.587251369
2015,ILLINOIS,17,Clinton,"32,200","31,600",600,13030.8892,12788.0776,242.8116,0.01863354,0.390891045,0.662960505,0.463231824,,0.273432735,0.162988166,,0.046304307,0.25232189,,0.291813454,,0.029359311,,,,,,0.627118087,0.131487095,0.575612077,0.304197776,,,0.400221373,0.087634579,0.427546311
2015,ILLINOIS,17,Jackson,"19,400","19,200",200,7850.9084,7769.9712,80.9372,0.010309278,0.359079433,0.654372393,0.458182844,0.16659485,0.291661784,0.2321619,,0.048379638,0.145855992,,0.059038849,0.036371599,0.037149714,-0.005252677,0.097832023,,0.527011334,,0.662194291,0.049054522,0.521830901,0.331101789,,0.683058281,0.449255018,0.160472068,0.420247659
2015,ILLINOIS,17,Monroe,"28,500","28,300",200,11533.551,11452.6138,80.9372,0.007017544,0.674909727,0.687583389,0.459426979,0.03646575,0.280538287,0.264635793,0.070233977,0.194686939,0.200879682,,0.220388386,0.030622122,0.198738556,0.023629239,0.146696196,0.428136968,0.614445492,0.732788871,0.612843118,0.216140152,0.551695224,0.370746849,0.343634008,0.424609086,0.477102595,0.446261516,0.473172694
2015,ILLINOIS,17,Perry,"29,000","28,800",200,11735.894,11654.9568,80.9372,0.006896552,0.350646613,0.667850565,0.511186775,0.163224943,0.290814279,0.198411973,,0.046622897,0.158752014,,0.101618077,0.034298391,0.033642496,,,,,,0.55546454,0.092774785,0.534691059,0.327670937,,,0.431562715,0.18781096,0.430623401
2015,ILLINOIS,17,Randolph,"35,100","34,900",200,14204.4786,14123.5414,80.9372,0.005698006,0.396114013,0.731368151,0.509076276,0.110524314,0.271523944,0.209435947,0.110234461,0.07426748,0.121945477,,0.103622558,0.033332591,0.075359512,0.017060794,0.124074976,0.451511519,0.640084804,0.745941143,0.638619724,0.114546611,0.580768901,0.351886675,0.298204905,0.427954622,0.48411788,0.219774269,0.477721984
2015,ILLINOIS,17,St Clair,"25,100","25,000",100,10157.6186,10117.15,40.4686,0.003984064,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ILLINOIS,17,Union,"2,400","2,300",100,971.2464,930.7778,40.4686,0.041666667,0.626309635,0.523451082,0.457139478,0.108376169,0.279227666,0.244869918,0.065361978,0.077504744,0.319880129,,0.046203345,0.055458157,0.15088425,-0.013335559,0.380014385,,0.606627035,,0.635809124,0.040126974,0.521185177,0.267464024,,0.525145713,0.443612684,0.220141856,0.562957443
2015,ILLINOIS,17,Washington,"52,700","51,600","1,100",21326.9522,20881.7976,445.1546,0.020872865,0.380712864,0.694412372,0.542794059,0.085986632,0.261740308,0.163195956,,0.044554324,0.166024935,,0.214643483,0.032654178,0.030093533,,,,,,0.484949795,0.097506424,0.569764847,0.303764377,,,0.390329233,0.095722647,0.411286256
2015,ILLINOIS,17,Brown,600,550,50,242.8116,222.5773,20.2343,0.083333333,0.759178341,0.311377712,0.509175097,0.403558622,0.381487638,0.337387288,0.081264063,0.217740406,0.111861071,0.201794784,,0.18109213,0.028319389,0.038639406,0.210972234,,0.452915475,0.639414756,0.540066643,0.567470653,0.318043813,0.481543385,0.398247836,0.452174484,0.521552329,0.520923375,0.515630369
2015,ILLINOIS,17,Henderson,800,480,320,323.7488,194.24928,129.49952,0.4,0.673084981,0.614749402,0.482514971,0.29871125,0.33316777,0.313483732,0.178054494,0.263390053,0.145915975,0.09038878,0.048328165,0.054559166,0.042867102,0.024648024,0.259465594,,0.362686691,0.560542389,0.440412821,0.070510951,0.607665885,0.481200095,0.270379747,0.232420546,0.533692089,0.542338159,0.587542741
2015,ILLINOIS,17,Knox,"1,100","1,050",50,445.1546,424.9203,20.2343,0.045454545,0.447714395,0.364881529,,,0.321922934,0.327853267,0.233424204,0.284330891,0.264359772,,,,0.01912141,0.034967345,0.20555794,,0.380440871,0.573960573,,,0.633582586,0.278594493,0.345902963,0.400278326,0.474272027,0.521431243,
2015,ILLINOIS,17,Schuyler,"1,100","1,000",100,445.1546,404.686,40.4686,0.090909091,0.77630871,0.393363346,0.448381141,0.262525816,0.323949156,0.286826016,0.101608126,0.13146893,0.102085514,0.273620555,,0.087532483,0.025455451,0.06312336,0.233488331,,0.398094874,0.596990062,0.587704154,0.593480108,0.358857733,0.449572839,0.309511516,0.378750875,0.509072609,0.537812552,0.584600804
2015,ILLINOIS,17,Warren,900,120,780,364.2174,48.56232,315.65508,0.866666667,0.757704462,0.58467469,0.461460375,0.235899066,0.300096971,0.303551714,0.166755116,0.243105524,0.216088093,0.153622667,0.047477141,0.046135302,0.013556438,0.026316566,0.217126634,,0.349312878,0.535218311,0.321486154,0.098233446,0.646646482,0.420147425,0.197740479,0.280126667,0.4896404,0.578378544,0.67197711
2015,ILLINOIS,17,Christian,"1,200","1,100",100,485.6232,445.1546,40.4686,0.083333333,0.147423661,0.692341561,0.467977653,,0.325271341,0.249087222,0.057325308,0.185221602,0.093683897,0.072960447,0.213822007,,0.119980167,0.02301242,0.120256818,0.046251329,0.355601826,0.423391009,0.469097859,0.565820843,0.525822618,0.262827878,0.439118235,0.591943076,0.515756767,0.254663723,0.513665157
