Year,State,State ANSI,County,ACRES Planted,ACRES Harvested,Acres Loss,Hectare Planted,Hectare Harvested,Hectare Loss,% of Loss
2018,TEXAS,48,Throckmorton,"52,000","22,500","29,500",21043.672,9105.435,11938.237,0.567307692
2018,TEXAS,48,Wise,"8,100","3,100","5,000",3277.9566,1254.5266,2023.43,0.617283951
2018,TEXAS,48,Young,"56,000","26,000","30,000",22662.416,10521.836,12140.58,0.535714286
2018,TEXAS,48,Coke,"9,300","2,700","6,600",3763.5798,1092.6522,2670.9276,0.709677419
2018,TEXAS,48,Concho,"46,900","25,300","21,600",18979.7734,10238.5558,8741.2176,0.460554371
2018,TEXAS,48,Gillespie,"4,200","2,500","1,700",1699.6812,1011.715,687.9662,0.404761905
2018,TEXAS,48,McCulloch,"31,500","19,800","11,700",12747.609,8012.7828,4734.8262,0.371428571
2018,TEXAS,48,San Saba,"16,500","5,600","10,900",6677.319,2266.2416,4411.0774,0.660606061
2018,TEXAS,48,Tom Green,"48,400","23,400","25,000",19586.8024,9469.6524,10117.15,0.516528926
2018,TEXAS,48,Uvalde,"8,200","4,800","3,400",3318.4252,1942.4928,1375.9324,0.414634146
2018,TEXAS,48,Armstrong,"56,600","13,400","43,200",22905.2276,5422.7924,17482.4352,0.763250883
2018,TEXAS,48,Briscoe,"40,700","12,300","28,400",16470.7202,4977.6378,11493.0824,0.697788698
2018,TEXAS,48,Carson,"67,300","38,300","29,000",27235.3678,15499.4738,11735.894,0.430906389
2018,TEXAS,48,Castro,"121,500","53,000","68,500",49169.349,21448.358,27720.991,0.563786008
2018,TEXAS,48,Dallam,"95,600","40,000","55,600",38687.9816,16187.44,22500.5416,0.581589958
2018,TEXAS,48,Deaf Smith,"187,000","68,000","119,000",75676.282,27518.648,48157.634,0.636363636
2018,TEXAS,48,Floyd,"85,700","30,000","55,700",34681.5902,12140.58,22541.0102,0.649941657
2018,TEXAS,48,Gray,"33,800","9,000","24,800",13678.3868,3642.174,10036.2128,0.733727811
2018,TEXAS,48,Hartley,"69,000","42,300","26,700",27923.334,17118.2178,10805.1162,0.386956522
2018,TEXAS,48,Hutchinson,"31,500","8,700","22,800",12747.609,3520.7682,9226.8408,0.723809524
2018,TEXAS,48,Moore,"88,300","44,600","43,700",35733.7738,18048.9956,17684.7782,0.494903737
2018,TEXAS,48,Ochiltree,"126,500","85,200","41,300",51192.779,34479.2472,16713.5318,0.326482213
2018,TEXAS,48,Oldham,"37,900","7,800","30,100",15337.5994,3156.5508,12181.0486,0.794195251
2018,TEXAS,48,Randall,"97,700","26,800","70,900",39537.8222,10845.5848,28692.2374,0.72569089
2018,TEXAS,48,Swisher,"143,100","15,600","127,500",57910.5666,6313.1016,51597.465,0.890985325
2018,TEXAS,48,Childress,"38,600","4,300","34,300",15620.8796,1740.1498,13880.7298,0.888601036
2018,TEXAS,48,Collingsworth,"28,500","2,600","25,900",11533.551,1052.1836,10481.3674,0.90877193
2018,TEXAS,48,Foard,"84,600","8,700","75,900",34236.4356,3520.7682,30715.6674,0.897163121
2018,TEXAS,48,Hardeman,"76,000","21,600","54,400",30756.136,8741.2176,22014.9184,0.715789474
2018,TEXAS,48,Wichita,"81,300","41,700","39,600",32900.9718,16875.4062,16025.5656,0.487084871
2018,TEXAS,48,Zavala,"7,300","6,900",400,2954.2078,2792.3334,161.8744,0.054794521
2018,TEXAS,48,Dawson,"18,300","4,700","13,600",7405.7538,1902.0242,5503.7296,0.743169399
2018,TEXAS,48,Gaines,"13,000","2,900","10,100",5260.918,1173.5894,4087.3286,0.776923077
2018,TEXAS,48,Baylor,"120,700","35,400","85,300",48845.6002,14325.8844,34519.7158,0.706710853
2018,TEXAS,48,Coleman,"42,600","21,000","21,600",17239.6236,8498.406,8741.2176,0.507042254
2018,TEXAS,48,Fisher,"62,600","5,100","57,500",25333.3436,2063.8986,23269.445,0.918530351
2018,TEXAS,48,Jones,"120,000","26,000","94,000",48562.32,10521.836,38040.484,0.783333333
2018,TEXAS,48,Knox,"155,300","45,100","110,200",62847.7358,18251.3386,44596.3972,0.709594334
2018,TEXAS,48,Runnels,"88,700","80,200","8,500",35895.6482,32455.8172,3439.831,0.095828636
2018,TEXAS,48,Taylor,"62,000","41,000","21,000",25090.532,16592.126,8498.406,0.338709677
2018,VIRGINIA,51,Appomattox,700,290,410,283.2802,117.35894,165.92126,0.585714286
2018,VIRGINIA,51,Bedford,"1,900","1,520",380,768.9034,615.12272,153.78068,0.2
2018,VIRGINIA,51,Caroline,"10,900","9,900","1,000",4411.0774,4006.3914,404.686,0.091743119
2018,VIRGINIA,51,Goochland,"3,000","2,700",300,1214.058,1092.6522,121.4058,0.1
2018,VIRGINIA,51,Hanover,"7,700","6,400","1,300",3116.0822,2589.9904,526.0918,0.168831169
2018,VIRGINIA,51,Orange,"1,100",590,510,445.1546,238.76474,206.38986,0.463636364
2018,VIRGINIA,51,Powhatan,900,540,360,364.2174,218.53044,145.68696,0.4
2018,VIRGINIA,51,Spotsylvania,"1,700",940,760,687.9662,380.40484,307.56136,0.447058824
2018,VIRGINIA,51,Accomack,"10,400","8,200","2,200",4208.7344,3318.4252,890.3092,0.211538462
2018,VIRGINIA,51,Essex,"10,000","7,750","2,250",4046.86,3136.3165,910.5435,0.225
2018,VIRGINIA,51,King William,"9,200","8,150","1,050",3723.1112,3298.1909,424.9203,0.114130435
2018,VIRGINIA,51,Middlesex,"3,700","3,100",600,1497.3382,1254.5266,242.8116,0.162162162
2018,VIRGINIA,51,Northampton,"11,800","10,500","1,300",4775.2948,4249.203,526.0918,0.110169492
2018,VIRGINIA,51,Richmond,"7,000","5,950","1,050",2832.802,2407.8817,424.9203,0.15
2018,VIRGINIA,51,Westmoreland,"10,000","8,200","1,800",4046.86,3318.4252,728.4348,0.18
2018,VIRGINIA,51,Culpeper,"1,300",940,360,526.0918,380.40484,145.68696,0.276923077
2018,VIRGINIA,51,Fauquier,"2,200","1,550",650,890.3092,627.2633,263.0459,0.295454545
2018,VIRGINIA,51,Loudoun,"1,400","1,160",240,566.5604,469.43576,97.12464,0.171428571
2018,VIRGINIA,51,Madison,800,490,310,323.7488,198.29614,125.45266,0.3875
2018,VIRGINIA,51,Rockingham,"2,900","1,440","1,460",1173.5894,582.74784,590.84156,0.503448276
2018,VIRGINIA,51,Shenandoah,"1,100",870,230,445.1546,352.07682,93.07778,0.209090909
2018,VIRGINIA,51,Dinwiddie,"4,400","2,400","2,000",1780.6184,971.2464,809.372,0.454545455
2018,VIRGINIA,51,Greensville,"3,000","1,200","1,800",1214.058,485.6232,728.4348,0.6
2018,VIRGINIA,51,Mecklenburg,"5,700","3,250","2,450",2306.7102,1315.2295,991.4807,0.429824561
2018,VIRGINIA,51,Prince George,"3,600","1,950","1,650",1456.8696,789.1377,667.7319,0.458333333
2018,VIRGINIA,51,Suffolk,"6,600","2,950","3,650",2670.9276,1193.8237,1477.1039,0.553030303
2018,VIRGINIA,51,Surry,"3,700","2,400","1,300",1497.3382,971.2464,526.0918,0.351351351
2018,VIRGINIA,51,Sussex,"5,600","3,000","2,600",2266.2416,1214.058,1052.1836,0.464285714
2018,VIRGINIA,51,Charlotte,"3,600","2,650",950,1456.8696,1072.4179,384.4517,0.263888889
2018,VIRGINIA,51,Franklin,"4,100","1,850","2,250",1659.2126,748.6691,910.5435,0.548780488
2018,VIRGINIA,51,Halifax,"4,500","2,600","1,900",1821.087,1052.1836,768.9034,0.422222222
2018,VIRGINIA,51,Nottoway,"1,100",550,550,445.1546,222.5773,222.5773,0.5
2018,VIRGINIA,51,Pittsylvania,"9,200","4,350","4,850",3723.1112,1760.3841,1962.7271,0.527173913
2018,WASHINGTON,53,Benton,"67,500","54,400","13,100",27316.305,22014.9184,5301.3866,0.194074074
2018,WASHINGTON,53,Kittitas,500,500,0,202.343,202.343,0,0
2018,WASHINGTON,53,Klickitat,"26,000","24,600","1,400",10521.836,9955.2756,566.5604,0.053846154
2018,WASHINGTON,53,Okanogan,"5,700","4,200","1,500",2306.7102,1699.6812,607.029,0.263157895
2018,WASHINGTON,53,Yakima,"8,300","8,000",300,3358.8938,3237.488,121.4058,0.036144578
2018,WASHINGTON,53,Adams,"244,000","238,000","6,000",98743.384,96315.268,2428.116,0.024590164
2018,WASHINGTON,53,Douglas,"144,000","142,000","2,000",58274.784,57465.412,809.372,0.013888889
2018,WASHINGTON,53,Lincoln,"253,000","247,000","6,000",102385.558,99957.442,2428.116,0.023715415
2018,WASHINGTON,53,Spokane,"93,500","92,000","1,500",37838.141,37231.112,607.029,0.016042781
2018,WASHINGTON,53,Stevens,"3,400","3,000",400,1375.9324,1214.058,161.8744,0.117647059
2018,WASHINGTON,53,Asotin,"24,500","24,000",500,9914.807,9712.464,202.343,0.020408163
2018,WASHINGTON,53,Columbia,"79,000","78,000","1,000",31970.194,31565.508,404.686,0.012658228
2018,WASHINGTON,53,Garfield,"59,500","59,000",500,24078.817,23876.474,202.343,0.008403361
2018,WASHINGTON,53,Walla Walla,"159,000","156,000","3,000",64345.074,63131.016,1214.058,0.018867925
2018,WASHINGTON,53,Whitman,"360,000","355,000","5,000",145686.96,143663.53,2023.43,0.013888889
2018,WISCONSIN,55,Green Lake,"3,600","3,280",320,1456.8696,1327.37008,129.49952,0.088888889
2018,WISCONSIN,55,Juneau,"1,100",830,270,445.1546,335.88938,109.26522,0.245454545
2018,WISCONSIN,55,Waupaca,"2,700","2,500",200,1092.6522,1011.715,80.9372,0.074074074
2018,WISCONSIN,55,Waushara,800,740,60,323.7488,299.46764,24.28116,0.075
2018,WISCONSIN,55,Wood,"1,500","1,150",350,607.029,465.3889,141.6401,0.233333333
2018,WISCONSIN,55,Brown,"9,900","8,920",980,4006.3914,3609.79912,396.59228,0.098989899
2018,WISCONSIN,55,Calumet,"9,200","8,950",250,3723.1112,3621.9397,101.1715,0.027173913
2018,WISCONSIN,55,Door,"10,400","10,000",400,4208.7344,4046.86,161.8744,0.038461538
2018,WISCONSIN,55,Fond du Lac,"12,800","12,100",700,5179.9808,4896.7006,283.2802,0.0546875
2018,WISCONSIN,55,Kewaunee,"11,400","11,100",300,4613.4204,4492.0146,121.4058,0.026315789
2018,WISCONSIN,55,Manitowoc,"15,300","14,400",900,6191.6958,5827.4784,364.2174,0.058823529
2018,WISCONSIN,55,Outagamie,"6,500","5,210","1,290",2630.459,2108.41406,522.04494,0.198461538
2018,WISCONSIN,55,Sheboygan,"9,400","8,760",640,3804.0484,3545.04936,258.99904,0.068085106
2018,WISCONSIN,55,Winnebago,"8,800","8,360",440,3561.2368,3383.17496,178.06184,0.05
2018,WISCONSIN,55,Marathon,"2,200","1,700",500,890.3092,687.9662,202.343,0.227272727
2018,WISCONSIN,55,Marinette,"2,300","2,080",220,930.7778,841.74688,89.03092,0.095652174
2018,WISCONSIN,55,Shawano,"3,800","3,630",170,1537.8068,1469.01018,68.79662,0.044736842
2018,WISCONSIN,55,Columbia,"6,300","5,830",470,2549.5218,2359.31938,190.20242,0.074603175
2018,WISCONSIN,55,Dane,"11,600","10,300","1,300",4694.3576,4168.2658,526.0918,0.112068966
2018,WISCONSIN,55,Dodge,"12,100","11,300",800,4896.7006,4572.9518,323.7488,0.066115702
2018,WISCONSIN,55,Green,"5,500","5,170",330,2225.773,2092.22662,133.54638,0.06
2018,WISCONSIN,55,Jefferson,"5,500","5,000",500,2225.773,2023.43,202.343,0.090909091
2018,WISCONSIN,55,Rock,"5,500","5,300",200,2225.773,2144.8358,80.9372,0.036363636
2018,WISCONSIN,55,Kenosha,"3,700","3,610",90,1497.3382,1460.91646,36.42174,0.024324324
2018,WISCONSIN,55,Ozaukee,"4,200","4,020",180,1699.6812,1626.83772,72.84348,0.042857143
2018,WISCONSIN,55,Racine,"5,800","5,640",160,2347.1788,2282.42904,64.74976,0.027586207
2018,WISCONSIN,55,Walworth,"4,500","4,280",220,1821.087,1732.05608,89.03092,0.048888889
2018,WISCONSIN,55,Washington,"4,600","4,480",120,1861.5556,1812.99328,48.56232,0.026086957
2018,WISCONSIN,55,Crawford,900,820,80,364.2174,331.84252,32.37488,0.088888889
2018,WISCONSIN,55,Grant,"2,700","2,260",440,1092.6522,914.59036,178.06184,0.162962963
2018,WISCONSIN,55,Sauk,"4,400","4,290",110,1780.6184,1736.10294,44.51546,0.025
2018,WISCONSIN,55,Vernon,"1,000",890,110,404.686,360.17054,44.51546,0.11
2019,ARKANSAS,5,Clay,"2,300","1,700",600,930.7778,687.9662,242.8116,0.260869565
2019,CALIFORNIA,6,Colusa,"5,500","4,200","1,300",2225.773,1699.6812,526.0918,0.236363636
2019,CALIFORNIA,6,Solano,"8,000","5,700","2,300",3237.488,2306.7102,930.7778,0.2875
2019,CALIFORNIA,6,Sutter,"5,300","4,200","1,100",2144.8358,1699.6812,445.1546,0.20754717
2019,CALIFORNIA,6,Yolo,"19,100","17,200","1,900",7729.5026,6960.5992,768.9034,0.09947644
2019,CALIFORNIA,6,Fresno,"43,000","6,600","36,400",17401.498,2670.9276,14730.5704,0.846511628
2019,CALIFORNIA,6,Kings,"47,400","6,700","40,700",19182.1164,2711.3962,16470.7202,0.858649789
2019,CALIFORNIA,6,Merced,"40,900","4,900","36,000",16551.6574,1982.9614,14568.696,0.880195599
2019,CALIFORNIA,6,San Joaquin,"17,300","4,100","13,200",7001.0678,1659.2126,5341.8552,0.76300578
2019,CALIFORNIA,6,Tulare,"85,700","6,400","79,300",34681.5902,2589.9904,32091.5998,0.925320887
2019,COLORADO,8,Adams,"140,000","139,600",400,56656.04,56494.1656,161.8744,0.002857143
2019,COLORADO,8,Arapahoe,"42,000","40,200","1,800",16996.812,16268.3772,728.4348,0.042857143
2019,COLORADO,8,Cheyenne,"171,000","152,000","19,000",69201.306,61512.272,7689.034,0.111111111
2019,COLORADO,8,Elbert,"27,500","24,800","2,700",11128.865,10036.2128,1092.6522,0.098181818
2019,COLORADO,8,Kiowa,"187,000","173,000","14,000",75676.282,70010.678,5665.604,0.07486631
2019,COLORADO,8,Kit Carson,"254,000","235,000","19,000",102790.244,95101.21,7689.034,0.07480315
2019,COLORADO,8,Lincoln,"143,000","141,000","2,000",57870.098,57060.726,809.372,0.013986014
2019,COLORADO,8,Larimer,"3,400","2,700",700,1375.9324,1092.6522,283.2802,0.205882353
2019,COLORADO,8,Logan,"111,000","108,300","2,700",44920.146,43827.4938,1092.6522,0.024324324
2019,COLORADO,8,Prowers,"126,000","116,000","10,000",50990.436,46943.576,4046.86,0.079365079
2019,COLORADO,8,Mesa,"1,400","1,250",150,566.5604,505.8575,60.7029,0.107142857
2019,IDAHO,16,Bingham,"88,800","78,600","10,200",35936.1168,31808.3196,4127.7972,0.114864865
2019,IDAHO,16,Bonneville,"13,500","12,100","1,400",5463.261,4896.7006,566.5604,0.103703704
2019,IDAHO,16,Caribou,"23,000","16,900","6,100",9307.778,6839.1934,2468.5846,0.265217391
2019,IDAHO,16,Power,"65,000","58,000","7,000",26304.59,23471.788,2832.802,0.107692308
2019,IDAHO,16,Benewah,"18,000","17,500",500,7284.348,7082.005,202.343,0.027777778
2019,IDAHO,16,Boundary,"9,300","8,700",600,3763.5798,3520.7682,242.8116,0.064516129
2019,IDAHO,16,Idaho,"60,000","59,000","1,000",24281.16,23876.474,404.686,0.016666667
2019,IDAHO,16,Latah,"72,000","71,000","1,000",29137.392,28732.706,404.686,0.013888889
2019,IDAHO,16,Lewis,"66,000","65,000","1,000",26709.276,26304.59,404.686,0.015151515
2019,IDAHO,16,Nez Perce,"76,000","75,000","1,000",30756.136,30351.45,404.686,0.013157895
2019,IDAHO,16,Cassia,"39,900","37,800","2,100",16146.9714,15297.1308,849.8406,0.052631579
2019,IDAHO,16,Jerome,"8,500","7,300","1,200",3439.831,2954.2078,485.6232,0.141176471
2019,IDAHO,16,Twin Falls,"17,600","17,100",500,7122.4736,6920.1306,202.343,0.028409091
2019,IDAHO,16,Canyon,"21,500","21,200",300,8700.749,8579.3432,121.4058,0.013953488
2019,IDAHO,16,Elmore,"15,800","15,200",600,6394.0388,6151.2272,242.8116,0.037974684
2019,IDAHO,16,Owyhee,"7,800","7,500",300,3156.5508,3035.145,121.4058,0.038461538
2019,IDAHO,16,Payette,"2,700","2,600",100,1092.6522,1052.1836,40.4686,0.037037037
2019,IDAHO,16,Washington,"4,300","3,600",700,1740.1498,1456.8696,283.2802,0.162790698
2019,ILLINOIS,17,Macon,"1,400","1,090",310,566.5604,441.10774,125.45266,0.221428571
2019,ILLINOIS,17,Mason,"2,800","1,820",980,1133.1208,736.52852,396.59228,0.35
2019,ILLINOIS,17,McLean,"2,400","1,400","1,000",971.2464,566.5604,404.686,0.416666667
2019,ILLINOIS,17,Menard,"1,600","1,310",290,647.4976,530.13866,117.35894,0.18125
2019,ILLINOIS,17,Peoria,"1,100",810,290,445.1546,327.79566,117.35894,0.263636364
2019,ILLINOIS,17,Tazewell,"3,300","2,310",990,1335.4638,934.82466,400.63914,0.3
2019,ILLINOIS,17,Woodford,"2,500","1,940",560,1011.715,785.09084,226.62416,0.224
2019,ILLINOIS,17,Champaign,"2,700","2,000",700,1092.6522,809.372,283.2802,0.259259259
2019,ILLINOIS,17,Livingston,"6,300","5,650",650,2549.5218,2286.4759,263.0459,0.103174603
2019,ILLINOIS,17,Piatt,"1,800","1,380",420,728.4348,558.46668,169.96812,0.233333333
2019,ILLINOIS,17,Clark,"5,800","2,900","2,900",2347.1788,1173.5894,1173.5894,0.5
2019,ILLINOIS,17,Clay,"15,600","14,500","1,100",6313.1016,5867.947,445.1546,0.070512821
2019,ILLINOIS,17,Crawford,"7,500","7,440",60,3035.145,3010.86384,24.28116,0.008
2019,ILLINOIS,17,Edgar,"1,000",930,70,404.686,376.35798,28.32802,0.07
2019,ILLINOIS,17,Effingham,"8,100","7,000","1,100",3277.9566,2832.802,445.1546,0.135802469
2019,ILLINOIS,17,Fayette,"13,000","9,420","3,580",5260.918,3812.14212,1448.77588,0.275384615
2019,ILLINOIS,17,Lawrence,"8,900","8,360",540,3601.7054,3383.17496,218.53044,0.060674157
2019,ILLINOIS,17,Marion,"18,400","14,000","4,400",7446.2224,5665.604,1780.6184,0.239130435
2019,ILLINOIS,17,Moultrie,"1,100",900,200,445.1546,364.2174,80.9372,0.181818182
2019,ILLINOIS,17,Richland,"11,200","9,700","1,500",4532.4832,3925.4542,607.029,0.133928571
2019,ILLINOIS,17,Shelby,"8,800","7,710","1,090",3561.2368,3120.12906,441.10774,0.123863636
2019,ILLINOIS,17,DeKalb,"5,800","4,750","1,050",2347.1788,1922.2585,424.9203,0.181034483
2019,ILLINOIS,17,Kane,"1,900","1,750",150,768.9034,708.2005,60.7029,0.078947368
2019,ILLINOIS,17,Kendall,900,830,70,364.2174,335.88938,28.32802,0.077777778
2019,ILLINOIS,17,Lake,900,750,150,364.2174,303.5145,60.7029,0.166666667
2019,ILLINOIS,17,Bureau,"1,700","1,400",300,687.9662,566.5604,121.4058,0.176470588
2019,ILLINOIS,17,Carroll,"1,200",570,630,485.6232,230.67102,254.95218,0.525
2019,ILLINOIS,17,Henry,"1,400","1,010",390,566.5604,408.73286,157.82754,0.278571429
2019,ILLINOIS,17,Jo Daviess,600,250,350,242.8116,101.1715,141.6401,0.583333333
2019,ILLINOIS,17,Lee,"1,100","1,000",100,445.1546,404.686,40.4686,0.090909091
2019,ILLINOIS,17,Ogle,"2,500","1,870",630,1011.715,756.76282,254.95218,0.252
2019,ILLINOIS,17,Stephenson,"2,800","1,300","1,500",1133.1208,526.0918,607.029,0.535714286
2019,ILLINOIS,17,Winnebago,"2,400","1,970",430,971.2464,797.23142,174.01498,0.179166667
2019,ILLINOIS,17,Edwards,"6,400","5,950",450,2589.9904,2407.8817,182.1087,0.0703125
2019,ILLINOIS,17,Franklin,"20,500","16,500","4,000",8296.063,6677.319,1618.744,0.195121951
2019,ILLINOIS,17,Gallatin,"5,900","5,550",350,2387.6474,2246.0073,141.6401,0.059322034
2019,ILLINOIS,17,Hamilton,"15,700","12,200","3,500",6353.5702,4937.1692,1416.401,0.222929936
2019,ILLINOIS,17,Jefferson,"23,500","21,300","2,200",9510.121,8619.8118,890.3092,0.093617021
2019,ILLINOIS,17,Massac,"2,800","2,230",570,1133.1208,902.44978,230.67102,0.203571429
2019,ILLINOIS,17,Alexander,"2,300","1,490",810,930.7778,602.98214,327.79566,0.352173913
2019,ILLINOIS,17,Clinton,"36,500","29,600","6,900",14771.039,11978.7056,2792.3334,0.189041096
2019,ILLINOIS,17,Monroe,"25,500","21,000","4,500",10319.493,8498.406,1821.087,0.176470588
2019,ILLINOIS,17,Pulaski,"2,700","1,400","1,300",1092.6522,566.5604,526.0918,0.481481481
2019,ILLINOIS,17,Randolph,"33,200","29,400","3,800",13435.5752,11897.7684,1537.8068,0.114457831
2019,ILLINOIS,17,St. Clair,"22,000","19,700","2,300",8903.092,7972.3142,930.7778,0.104545455
2019,ILLINOIS,17,Union,"2,100","2,000",100,849.8406,809.372,40.4686,0.047619048
2019,ILLINOIS,17,Washington,"61,000","53,000","8,000",24685.846,21448.358,3237.488,0.131147541
2019,ILLINOIS,17,Hancock,"1,700","1,100",600,687.9662,445.1546,242.8116,0.352941176
2019,ILLINOIS,17,Knox,500,440,60,202.343,178.06184,24.28116,0.12
2019,ILLINOIS,17,Schuyler,"1,000",780,220,404.686,315.65508,89.03092,0.22
2019,ILLINOIS,17,Calhoun,"1,100","1,060",40,445.1546,428.96716,16.18744,0.036363636
2019,ILLINOIS,17,Cass,"1,300","1,230",70,526.0918,497.76378,28.32802,0.053846154
2019,ILLINOIS,17,Christian,"1,800","1,660",140,728.4348,671.77876,56.65604,0.077777778
2019,ILLINOIS,17,Greene,"2,500","1,720",780,1011.715,696.05992,315.65508,0.312
2019,ILLINOIS,17,Jersey,"3,300","3,130",170,1335.4638,1266.66718,68.79662,0.051515152
2019,ILLINOIS,17,Madison,"19,500","18,100","1,400",7891.377,7324.8166,566.5604,0.071794872
2019,ILLINOIS,17,Pike,"3,100","3,050",50,1254.5266,1234.2923,20.2343,0.016129032
2019,INDIANA,18,Bartholomew,"11,000","7,800","3,200",4451.546,3156.5508,1294.9952,0.290909091
2019,INDIANA,18,Clinton,"1,700","1,600",100,687.9662,647.4976,40.4686,0.058823529
2019,INDIANA,18,Decatur,"6,400","4,800","1,600",2589.9904,1942.4928,647.4976,0.25
2019,INDIANA,18,Hancock,"4,400","3,000","1,400",1780.6184,1214.058,566.5604,0.318181818
2019,INDIANA,18,Johnson,"4,000","3,300",700,1618.744,1335.4638,283.2802,0.175
2019,INDIANA,18,Madison,"1,800","1,600",200,728.4348,647.4976,80.9372,0.111111111
2019,INDIANA,18,Morgan,900,600,300,364.2174,242.8116,121.4058,0.333333333
2019,INDIANA,18,Rush,"6,500","5,700",800,2630.459,2306.7102,323.7488,0.123076923
2019,INDIANA,18,Shelby,"6,000","5,000","1,000",2428.116,2023.43,404.686,0.166666667
2019,INDIANA,18,Tipton,"1,500","1,200",300,607.029,485.6232,121.4058,0.2
2019,INDIANA,18,Blackford,"2,000","1,500",500,809.372,607.029,202.343,0.25
2019,INDIANA,18,Fayette,"1,800","1,600",200,728.4348,647.4976,80.9372,0.111111111
2019,INDIANA,18,Henry,"3,600","3,200",400,1456.8696,1294.9952,161.8744,0.111111111
2019,INDIANA,18,Jay,"7,600","6,200","1,400",3075.6136,2509.0532,566.5604,0.184210526
2019,INDIANA,18,Randolph,"5,500","4,800",700,2225.773,1942.4928,283.2802,0.127272727
2019,INDIANA,18,Wayne,"4,100","3,800",300,1659.2126,1537.8068,121.4058,0.073170732
2019,INDIANA,18,Carroll,"4,200","4,100",100,1699.6812,1659.2126,40.4686,0.023809524
2019,INDIANA,18,Cass,"3,100","2,800",300,1254.5266,1133.1208,121.4058,0.096774194
2019,INDIANA,18,Fulton,"2,000","1,700",300,809.372,687.9662,121.4058,0.15
2019,INDIANA,18,Kosciusko,"4,800","3,600","1,200",1942.4928,1456.8696,485.6232,0.25
2019,INDIANA,18,St. Joseph,"2,900","2,500",400,1173.5894,1011.715,161.8744,0.137931034
2019,INDIANA,18,Wabash,"4,300","3,300","1,000",1740.1498,1335.4638,404.686,0.23255814
2019,INDIANA,18,Adams,"6,900","6,000",900,2792.3334,2428.116,364.2174,0.130434783
2019,INDIANA,18,Allen,"11,300","11,000",300,4572.9518,4451.546,121.4058,0.026548673
2019,INDIANA,18,DeKalb,"10,300","9,800",500,4168.2658,3965.9228,202.343,0.048543689
2019,INDIANA,18,Noble,"4,500","4,300",200,1821.087,1740.1498,80.9372,0.044444444
2019,INDIANA,18,Steuben,"4,700","3,900",800,1902.0242,1578.2754,323.7488,0.170212766
2019,INDIANA,18,Wells,"4,500","3,400","1,100",1821.087,1375.9324,445.1546,0.244444444
2019,INDIANA,18,Whitley,"7,000","6,600",400,2832.802,2670.9276,161.8744,0.057142857
2019,INDIANA,18,LaPorte,"6,600","3,000","3,600",2670.9276,1214.058,1456.8696,0.545454545
2019,INDIANA,18,Lake,"1,300","1,100",200,526.0918,445.1546,80.9372,0.153846154
2019,INDIANA,18,Newton,"1,900","1,700",200,768.9034,687.9662,80.9372,0.105263158
2019,INDIANA,18,Porter,"1,800","1,500",300,728.4348,607.029,121.4058,0.166666667
2019,INDIANA,18,Harrison,"2,700","1,800",900,1092.6522,728.4348,364.2174,0.333333333
2019,INDIANA,18,Jackson,"5,800","4,400","1,400",2347.1788,1780.6184,566.5604,0.24137931
2019,INDIANA,18,Perry,600,300,300,242.8116,121.4058,121.4058,0.5
2019,INDIANA,18,Clark,"3,200","2,100","1,100",1294.9952,849.8406,445.1546,0.34375
2019,INDIANA,18,Dearborn,700,500,200,283.2802,202.343,80.9372,0.285714286
2019,INDIANA,18,Franklin,"2,400","2,200",200,971.2464,890.3092,80.9372,0.083333333
2019,INDIANA,18,Jefferson,"1,200","1,000",200,485.6232,404.686,80.9372,0.166666667
2019,INDIANA,18,Ripley,"2,800","2,100",700,1133.1208,849.8406,283.2802,0.25
2019,INDIANA,18,Daviess,"2,500","1,700",800,1011.715,687.9662,323.7488,0.32
2019,INDIANA,18,Dubois,"7,200","5,300","1,900",2913.7392,2144.8358,768.9034,0.263888889
2019,INDIANA,18,Gibson,"17,500","13,200","4,300",7082.005,5341.8552,1740.1498,0.245714286
2019,INDIANA,18,Greene,600,500,100,242.8116,202.343,40.4686,0.166666667
2019,INDIANA,18,Knox,"11,600","10,700",900,4694.3576,4330.1402,364.2174,0.077586207
2019,INDIANA,18,Pike,"4,100","2,900","1,200",1659.2126,1173.5894,485.6232,0.292682927
2019,INDIANA,18,Posey,"19,700","16,000","3,700",7972.3142,6474.976,1497.3382,0.187817259
2019,INDIANA,18,Vanderburgh,"5,100","4,600",500,2063.8986,1861.5556,202.343,0.098039216
2019,INDIANA,18,Warrick,"5,000","3,700","1,300",2023.43,1497.3382,526.0918,0.26
2019,INDIANA,18,Montgomery,"2,600","2,100",500,1052.1836,849.8406,202.343,0.192307692
2019,INDIANA,18,Putnam,"4,000","3,200",800,1618.744,1294.9952,323.7488,0.2
2019,INDIANA,18,Tippecanoe,"3,500","2,100","1,400",1416.401,849.8406,566.5604,0.4
2019,KANSAS,20,Barton,"129,800","119,780","10,020",52528.2428,48473.28908,4054.95372,0.077195686
2019,KANSAS,20,Ellis,"80,500","78,700","1,800",32577.223,31848.7882,728.4348,0.022360248
2019,KANSAS,20,Ellsworth,"70,600","63,890","6,710",28570.8316,25855.38854,2715.44306,0.095042493
2019,KANSAS,20,Marion,"92,400","90,160","2,240",37392.9864,36486.48976,906.49664,0.024242424
2019,KANSAS,20,McPherson,"173,800","166,790","7,010",70334.4268,67497.57794,2836.84886,0.040333717
2019,KANSAS,20,Russell,"64,200","59,800","4,400",25980.8412,24200.2228,1780.6184,0.068535826
