Year,State,State ANSI,County,ACRES Planted,ACRES Harvested,Acres Loss,Hectare Planted,Hectare Harvested,Hectare Loss,% of Loss
2015,TEXAS,48,Atascosa,"3,800","2,600","1,200",1537.8068,1052.1836,485.6232,0.315789474
2015,TEXAS,48,Frio,"13,600","10,250","3,350",5503.7296,4148.0315,1355.6981,0.246323529
2015,TEXAS,48,Bailey,"34,200","19,300","14,900",13840.2612,7810.4398,6029.8214,0.435672515
2015,TEXAS,48,Cochran,"9,300","6,400","2,900",3763.5798,2589.9904,1173.5894,0.311827957
2015,TEXAS,48,Lamb,"38,700","17,000","21,700",15661.3482,6879.662,8781.6862,0.560723514
2015,TEXAS,48,Lubbock,"13,200","5,400","7,800",5341.8552,2185.3044,3156.5508,0.590909091
2015,TEXAS,48,Lynn,"18,500","8,100","10,400",7486.691,3277.9566,4208.7344,0.562162162
2015,TEXAS,48,Coleman,"62,000","28,500","33,500",25090.532,11533.551,13556.981,0.540322581
2015,TEXAS,48,Haskell,"190,500","92,600","97,900",77092.683,37473.9236,39618.7594,0.513910761
2015,TEXAS,48,Jones,"168,100","114,600","53,500",68027.7166,46377.0156,21650.701,0.318262939
2015,TEXAS,48,Knox,"183,200","119,000","64,200",74138.4752,48157.634,25980.8412,0.350436681
2015,TEXAS,48,Nolan,"22,000","10,600","11,400",8903.092,4289.6716,4613.4204,0.518181818
2015,TEXAS,48,Runnels,"154,600","118,020","36,580",62564.4556,47761.04172,14803.41388,0.236610608
2015,TEXAS,48,Scurry,"17,300","5,750","11,550",7001.0678,2326.9445,4674.1233,0.667630058
2015,TEXAS,48,Stonewall,"35,100","7,600","27,500",14204.4786,3075.6136,11128.865,0.783475783
2015,TEXAS,48,Taylor,"84,800","53,230","31,570",34317.3728,21541.43578,12775.93702,0.372287736
2015,VIRGINIA,51,Appomattox,"2,200","1,580",620,890.3092,639.40388,250.90532,0.281818182
2015,VIRGINIA,51,Campbell,"3,500","1,950","1,550",1416.401,789.1377,627.2633,0.442857143
2015,VIRGINIA,51,Caroline,"9,500","8,400","1,100",3844.517,3399.3624,445.1546,0.115789474
2015,VIRGINIA,51,Cumberland,800,320,480,323.7488,129.49952,194.24928,0.6
2015,VIRGINIA,51,Hanover,"8,800","8,160",640,3561.2368,3302.23776,258.99904,0.072727273
2015,VIRGINIA,51,Powhatan,"1,400","1,060",340,566.5604,428.96716,137.59324,0.242857143
2015,VIRGINIA,51,Accomack,"15,500","14,700",800,6272.633,5948.8842,323.7488,0.051612903
2015,VIRGINIA,51,Charles City,"6,300","5,430",870,2549.5218,2197.44498,352.07682,0.138095238
2015,VIRGINIA,51,Essex,"10,500","9,900",600,4249.203,4006.3914,242.8116,0.057142857
2015,VIRGINIA,51,Gloucester,"1,000",920,80,404.686,372.31112,32.37488,0.08
2015,VIRGINIA,51,King and Queen,"5,100","4,620",480,2063.8986,1869.64932,194.24928,0.094117647
2015,VIRGINIA,51,King George,"1,500","1,400",100,607.029,566.5604,40.4686,0.066666667
2015,VIRGINIA,51,King William,"9,200","7,650","1,550",3723.1112,3095.8479,627.2633,0.168478261
2015,VIRGINIA,51,Northampton,"14,300","13,100","1,200",5787.0098,5301.3866,485.6232,0.083916084
2015,VIRGINIA,51,Northumberland,"11,500","10,800",700,4653.889,4370.6088,283.2802,0.060869565
2015,VIRGINIA,51,Richmond,"8,600","7,350","1,250",3480.2996,2974.4421,505.8575,0.145348837
2015,VIRGINIA,51,Westmoreland,"9,300","8,000","1,300",3763.5798,3237.488,526.0918,0.139784946
2015,VIRGINIA,51,Fauquier,"2,000","1,320",680,809.372,534.18552,275.18648,0.34
2015,VIRGINIA,51,Loudoun,"1,000",910,90,404.686,368.26426,36.42174,0.09
2015,VIRGINIA,51,Madison,"1,200","1,020",180,485.6232,412.77972,72.84348,0.15
2015,VIRGINIA,51,Rockingham,"2,200","1,280",920,890.3092,517.99808,372.31112,0.418181818
2015,VIRGINIA,51,Shenandoah,"1,000",710,290,404.686,287.32706,117.35894,0.29
2015,VIRGINIA,51,Chesapeake City,"5,600","5,100",500,2266.2416,2063.8986,202.343,0.089285714
2015,VIRGINIA,51,Dinwiddie,"4,900","4,300",600,1982.9614,1740.1498,242.8116,0.12244898
2015,VIRGINIA,51,Greensville,"2,000","1,700",300,809.372,687.9662,121.4058,0.15
2015,VIRGINIA,51,Isle of Wight,"9,100","8,000","1,100",3682.6426,3237.488,445.1546,0.120879121
2015,VIRGINIA,51,Southampton,"9,300","5,400","3,900",3763.5798,2185.3044,1578.2754,0.419354839
2015,VIRGINIA,51,Suffolk,"8,200","7,400",800,3318.4252,2994.6764,323.7488,0.097560976
2015,VIRGINIA,51,Surry,"6,900","6,300",600,2792.3334,2549.5218,242.8116,0.086956522
2015,VIRGINIA,51,Sussex,"7,000","6,000","1,000",2832.802,2428.116,404.686,0.142857143
2015,VIRGINIA,51,Virginia Beach,"5,000","4,600",400,2023.43,1861.5556,161.8744,0.08
2015,VIRGINIA,51,Halifax,"4,000","2,640","1,360",1618.744,1068.37104,550.37296,0.34
2015,VIRGINIA,51,Lunenburg,"1,500","1,160",340,607.029,469.43576,137.59324,0.226666667
2015,VIRGINIA,51,Pittsylvania,"9,600","5,130","4,470",3884.9856,2076.03918,1808.94642,0.465625
2015,WASHINGTON,53,Klickitat,"27,000","26,800",200,10926.522,10845.5848,80.9372,0.007407407
2015,WASHINGTON,53,Okanogan,"7,100","7,000",100,2873.2706,2832.802,40.4686,0.014084507
2015,WASHINGTON,53,Adams,"230,000","219,000","11,000",93077.78,88626.234,4451.546,0.047826087
2015,WASHINGTON,53,Douglas,"155,000","148,000","7,000",62726.33,59893.528,2832.802,0.04516129
2015,WASHINGTON,53,Franklin,"63,000","60,000","3,000",25495.218,24281.16,1214.058,0.047619048
2015,WASHINGTON,53,Grant,"112,000","108,000","4,000",45324.832,43706.088,1618.744,0.035714286
2015,WASHINGTON,53,Lincoln,"240,000","230,000","10,000",97124.64,93077.78,4046.86,0.041666667
2015,WASHINGTON,53,Spokane,"84,500","83,800",700,34195.967,33912.6868,283.2802,0.008284024
2015,WASHINGTON,53,Columbia,"72,000","70,500","1,500",29137.392,28530.363,607.029,0.020833333
2015,WASHINGTON,53,Walla Walla,"171,000","164,000","7,000",69201.306,66368.504,2832.802,0.040935673
2015,WASHINGTON,53,Whitman,"321,000","310,000","11,000",129904.206,125452.66,4451.546,0.034267913
2015,WASHINGTON,53,Skagit,"1,300","1,100",200,526.0918,445.1546,80.9372,0.153846154
2015,WEST VIRGINIA,54,Berkeley,"1,700","1,150",550,687.9662,465.3889,222.5773,0.323529412
2015,WEST VIRGINIA,54,Jefferson,"5,300","2,440","2,860",2144.8358,987.43384,1157.40196,0.539622642
2015,WISCONSIN,55,Adams,900,800,100,364.2174,323.7488,40.4686,0.111111111
2015,WISCONSIN,55,Marquette,"1,200","1,170",30,485.6232,473.48262,12.14058,0.025
2015,WISCONSIN,55,Waupaca,"2,300","2,200",100,930.7778,890.3092,40.4686,0.043478261
2015,WISCONSIN,55,Waushara,"1,200","1,130",70,485.6232,457.29518,28.32802,0.058333333
2015,WISCONSIN,55,Brown,"5,600","5,260",340,2266.2416,2128.64836,137.59324,0.060714286
2015,WISCONSIN,55,Calumet,"7,000","6,350",650,2832.802,2569.7561,263.0459,0.092857143
2015,WISCONSIN,55,Door,"6,500","6,270",230,2630.459,2537.38122,93.07778,0.035384615
2015,WISCONSIN,55,Fond du Lac,"10,800","10,600",200,4370.6088,4289.6716,80.9372,0.018518519
2015,WISCONSIN,55,Kewaunee,"6,600","6,000",600,2670.9276,2428.116,242.8116,0.090909091
2015,WISCONSIN,55,Manitowoc,"12,700","12,100",600,5139.5122,4896.7006,242.8116,0.047244094
2015,WISCONSIN,55,Outagamie,"4,500","4,200",300,1821.087,1699.6812,121.4058,0.066666667
2015,WISCONSIN,55,Sheboygan,"8,800","8,720",80,3561.2368,3528.86192,32.37488,0.009090909
2015,WISCONSIN,55,Winnebago,"9,700","9,500",200,3925.4542,3844.517,80.9372,0.020618557
2015,WISCONSIN,55,Langlade,"2,200","2,070",130,890.3092,837.70002,52.60918,0.059090909
2015,WISCONSIN,55,Oconto,"3,400","3,050",350,1375.9324,1234.2923,141.6401,0.102941176
2015,WISCONSIN,55,Shawano,"3,100","2,650",450,1254.5266,1072.4179,182.1087,0.14516129
2015,WISCONSIN,55,Columbia,"8,000","7,600",400,3237.488,3075.6136,161.8744,0.05
2015,WISCONSIN,55,Dane,"14,900","14,500",400,6029.8214,5867.947,161.8744,0.026845638
2015,WISCONSIN,55,Dodge,"13,400","12,800",600,5422.7924,5179.9808,242.8116,0.044776119
2015,WISCONSIN,55,Green,"7,100","6,750",350,2873.2706,2731.6305,141.6401,0.049295775
2015,WISCONSIN,55,Jefferson,"6,900","6,700",200,2792.3334,2711.3962,80.9372,0.028985507
2015,WISCONSIN,55,Rock,"8,400","8,150",250,3399.3624,3298.1909,101.1715,0.029761905
2015,WISCONSIN,55,Kenosha,"4,700","4,400",300,1902.0242,1780.6184,121.4058,0.063829787
2015,WISCONSIN,55,Ozaukee,"3,900","3,800",100,1578.2754,1537.8068,40.4686,0.025641026
2015,WISCONSIN,55,Racine,"7,200","7,100",100,2913.7392,2873.2706,40.4686,0.013888889
2015,WISCONSIN,55,Walworth,"6,700","6,600",100,2711.3962,2670.9276,40.4686,0.014925373
2015,WISCONSIN,55,Washington,"4,400","4,350",50,1780.6184,1760.3841,20.2343,0.011363636
2015,WISCONSIN,55,Crawford,800,750,50,323.7488,303.5145,20.2343,0.0625
2015,WISCONSIN,55,Iowa,"4,200","4,000",200,1699.6812,1618.744,80.9372,0.047619048
2015,WISCONSIN,55,Lafayette,"3,400","3,300",100,1375.9324,1335.4638,40.4686,0.029411765
2015,WISCONSIN,55,Richland,"1,700","1,300",400,687.9662,526.0918,161.8744,0.235294118
2015,WISCONSIN,55,Sauk,"5,300","5,150",150,2144.8358,2084.1329,60.7029,0.028301887
2015,WYOMING,56,Campbell,"4,900","4,400",500,1982.9614,1780.6184,202.343,0.102040816
2015,WYOMING,56,Sheridan,"1,000",300,700,404.686,121.4058,283.2802,0.7
2015,WYOMING,56,Goshen,"24,500","20,100","4,400",9914.807,8134.1886,1780.6184,0.179591837
2015,WYOMING,56,Laramie,"92,900","86,700","6,200",37595.3294,35086.2762,2509.0532,0.066738428
2015,WYOMING,56,Platte,"10,600","9,900",700,4289.6716,4006.3914,283.2802,0.066037736
2016,ARKANSAS,5,Conway,"4,200","1,600","2,600",1699.6812,647.4976,1052.1836,0.619047619
2016,ARKANSAS,5,Crittenden,"15,400","13,900","1,500",6232.1644,5625.1354,607.029,0.097402597
2016,ARKANSAS,5,Cross,"4,900","4,600",300,1982.9614,1861.5556,121.4058,0.06122449
2016,ARKANSAS,5,Lee,"9,500","8,900",600,3844.517,3601.7054,242.8116,0.063157895
2016,ARKANSAS,5,Lonoke,"3,200","2,500",700,1294.9952,1011.715,283.2802,0.21875
2016,ARKANSAS,5,Phillips,"17,100","14,900","2,200",6920.1306,6029.8214,890.3092,0.128654971
2016,ARKANSAS,5,Saint Francis,"2,700","2,000",700,1092.6522,809.372,283.2802,0.259259259
2016,ARKANSAS,5,Woodruff,"4,200","3,900",300,1699.6812,1578.2754,121.4058,0.071428571
2016,ARKANSAS,5,Craighead,"4,300","2,400","1,900",1740.1498,971.2464,768.9034,0.441860465
2016,ARKANSAS,5,Jackson,"9,500","9,400",100,3844.517,3804.0484,40.4686,0.010526316
2016,ARKANSAS,5,Poinsett,"7,200","2,600","4,600",2913.7392,1052.1836,1861.5556,0.638888889
2016,ARKANSAS,5,Ashley,"1,400",600,800,566.5604,242.8116,323.7488,0.571428571
2016,CALIFORNIA,6,Glenn,"6,500","4,900","1,600",2630.459,1982.9614,647.4976,0.246153846
2016,CALIFORNIA,6,Sacramento,"8,500","3,500","5,000",3439.831,1416.401,2023.43,0.588235294
2016,CALIFORNIA,6,Solano,"12,000","11,000","1,000",4856.232,4451.546,404.686,0.083333333
2016,CALIFORNIA,6,Sutter,"5,500","5,000",500,2225.773,2023.43,202.343,0.090909091
2016,CALIFORNIA,6,Kern,"25,500","16,500","9,000",10319.493,6677.319,3642.174,0.352941176
2016,CALIFORNIA,6,Madera,"19,000","2,000","17,000",7689.034,809.372,6879.662,0.894736842
2016,CALIFORNIA,6,San Joaquin,"21,000","12,000","9,000",8498.406,4856.232,3642.174,0.428571429
2016,CALIFORNIA,6,Stanislaus,"9,000","1,600","7,400",3642.174,647.4976,2994.6764,0.822222222
2016,CALIFORNIA,6,Tulare,"105,000","22,300","82,700",42492.03,9024.4978,33467.5322,0.787619048
2016,COLORADO,8,Adams,"146,500","133,000","13,500",59286.499,53823.238,5463.261,0.092150171
2016,COLORADO,8,Arapahoe,"63,900","60,500","3,400",25859.4354,24483.503,1375.9324,0.053208138
2016,COLORADO,8,Elbert,"33,000","32,400",600,13354.638,13111.8264,242.8116,0.018181818
2016,COLORADO,8,Kiowa,"178,000","145,000","33,000",72034.108,58679.47,13354.638,0.185393258
2016,COLORADO,8,Kit Carson,"296,000","285,000","11,000",119787.056,115335.51,4451.546,0.037162162
2016,COLORADO,8,Lincoln,"153,000","145,400","7,600",61916.958,58841.3444,3075.6136,0.049673203
2016,COLORADO,8,Phillips,"105,000","101,800","3,200",42492.03,41197.0348,1294.9952,0.03047619
2016,COLORADO,8,Washington,"304,000","287,500","16,500",123024.544,116347.225,6677.319,0.054276316
2016,COLORADO,8,Logan,"126,000","114,000","12,000",50990.436,46134.204,4856.232,0.095238095
2016,COLORADO,8,Sedgwick,"74,200","67,000","7,200",30027.7012,27113.962,2913.7392,0.09703504
2016,COLORADO,8,Weld,"128,000","122,000","6,000",51799.808,49371.692,2428.116,0.046875
2016,COLORADO,8,Las Animas,"3,500","2,600",900,1416.401,1052.1836,364.2174,0.257142857
2016,COLORADO,8,Prowers,"134,500","126,500","8,000",54430.267,51192.779,3237.488,0.059479554
2016,GEORGIA,13,Bleckley,"6,200","1,900","4,300",2509.0532,768.9034,1740.1498,0.693548387
2016,GEORGIA,13,Laurens,"5,600","4,200","1,400",2266.2416,1699.6812,566.5604,0.25
2016,GEORGIA,13,Monroe,"1,900","1,100",800,768.9034,445.1546,323.7488,0.421052632
2016,GEORGIA,13,Morgan,"2,300","2,200",100,930.7778,890.3092,40.4686,0.043478261
2016,GEORGIA,13,Peach,"3,300","3,100",200,1335.4638,1254.5266,80.9372,0.060606061
2016,GEORGIA,13,Burke,"2,000","1,450",550,809.372,586.7947,222.5773,0.275
2016,GEORGIA,13,Emanuel,"2,400",900,"1,500",971.2464,364.2174,607.029,0.625
2016,GEORGIA,13,Jefferson,"5,900","4,300","1,600",2387.6474,1740.1498,647.4976,0.271186441
2016,GEORGIA,13,Screven,"2,000","1,100",900,809.372,445.1546,364.2174,0.45
2016,GEORGIA,13,Elbert,"1,200","1,000",200,485.6232,404.686,80.9372,0.166666667
2016,GEORGIA,13,Hart,"2,800","2,200",600,1133.1208,890.3092,242.8116,0.214285714
2016,GEORGIA,13,Madison,"1,700","1,150",550,687.9662,465.3889,222.5773,0.323529412
2016,GEORGIA,13,Tift,"1,700",400,"1,300",687.9662,161.8744,526.0918,0.764705882
2016,GEORGIA,13,Early,"3,800","3,000",800,1537.8068,1214.058,323.7488,0.210526316
2016,GEORGIA,13,Randolph,"5,500","5,500",0,2225.773,2225.773,0,0
2016,GEORGIA,13,Coweta,"1,000",800,200,404.686,323.7488,80.9372,0.2
2016,IDAHO,16,Bannock,"19,800","19,300",500,8012.7828,7810.4398,202.343,0.025252525
2016,IDAHO,16,Bingham,"86,200","80,500","5,700",34883.9332,32577.223,2306.7102,0.06612529
2016,IDAHO,16,Bonneville,"18,700","17,800",900,7567.6282,7203.4108,364.2174,0.048128342
2016,IDAHO,16,Caribou,"23,000","21,200","1,800",9307.778,8579.3432,728.4348,0.07826087
2016,IDAHO,16,Oneida,"29,500","26,800","2,700",11938.237,10845.5848,1092.6522,0.091525424
2016,IDAHO,16,Power,"72,000","67,500","4,500",29137.392,27316.305,1821.087,0.0625
2016,IDAHO,16,Benewah,"27,000","25,000","2,000",10926.522,10117.15,809.372,0.074074074
2016,IDAHO,16,Boundary,"9,900","9,400",500,4006.3914,3804.0484,202.343,0.050505051
2016,IDAHO,16,Idaho,"63,100","60,100","3,000",25535.6866,24321.6286,1214.058,0.047543582
2016,IDAHO,16,Latah,"69,000","64,000","5,000",27923.334,25899.904,2023.43,0.072463768
2016,IDAHO,16,Lewis,"70,000","65,000","5,000",28328.02,26304.59,2023.43,0.071428571
2016,IDAHO,16,Nez Perce,"80,600","74,600","6,000",32617.6916,30189.5756,2428.116,0.074441687
2016,IDAHO,16,Jerome,"7,100","7,000",100,2873.2706,2832.802,40.4686,0.014084507
2016,IDAHO,16,Lincoln,"4,400","4,300",100,1780.6184,1740.1498,40.4686,0.022727273
2016,IDAHO,16,Twin Falls,"18,900","17,900","1,000",7648.5654,7243.8794,404.686,0.052910053
2016,IDAHO,16,Ada,"4,100","3,800",300,1659.2126,1537.8068,121.4058,0.073170732
2016,IDAHO,16,Canyon,"20,100","19,800",300,8134.1886,8012.7828,121.4058,0.014925373
2016,IDAHO,16,Elmore,"14,400","10,700","3,700",5827.4784,4330.1402,1497.3382,0.256944444
2016,IDAHO,16,Owyhee,"9,500","9,200",300,3844.517,3723.1112,121.4058,0.031578947
2016,IDAHO,16,Payette,"3,000","3,000",0,1214.058,1214.058,0,0
2016,IDAHO,16,Washington,"4,400","4,000",400,1780.6184,1618.744,161.8744,0.090909091
2016,ILLINOIS,17,Macon,600,550,50,242.8116,222.5773,20.2343,0.083333333
2016,ILLINOIS,17,Mason,"2,200","1,800",400,890.3092,728.4348,161.8744,0.181818182
2016,ILLINOIS,17,McLean,"1,300","1,250",50,526.0918,505.8575,20.2343,0.038461538
2016,ILLINOIS,17,Stark,500,470,30,202.343,190.20242,12.14058,0.06
2016,ILLINOIS,17,Tazewell,"2,500","2,200",300,1011.715,890.3092,121.4058,0.12
2016,ILLINOIS,17,Woodford,"2,200","2,100",100,890.3092,849.8406,40.4686,0.045454545
2016,ILLINOIS,17,Champaign,"2,200","2,150",50,890.3092,870.0749,20.2343,0.022727273
2016,ILLINOIS,17,Iroquois,"5,900","4,300","1,600",2387.6474,1740.1498,647.4976,0.271186441
2016,ILLINOIS,17,Kankakee,"4,500","4,400",100,1821.087,1780.6184,40.4686,0.022222222
2016,ILLINOIS,17,Livingston,"5,800","5,650",150,2347.1788,2286.4759,60.7029,0.025862069
2016,ILLINOIS,17,Piatt,"1,100","1,050",50,445.1546,424.9203,20.2343,0.045454545
2016,ILLINOIS,17,Clark,"3,800","3,550",250,1537.8068,1436.6353,101.1715,0.065789474
2016,ILLINOIS,17,Clay,"10,800","9,800","1,000",4370.6088,3965.9228,404.686,0.092592593
2016,ILLINOIS,17,Crawford,"4,900","4,600",300,1982.9614,1861.5556,121.4058,0.06122449
2016,ILLINOIS,17,Cumberland,"1,400","1,300",100,566.5604,526.0918,40.4686,0.071428571
2016,ILLINOIS,17,Douglas,"1,000",900,100,404.686,364.2174,40.4686,0.1
2016,ILLINOIS,17,Effingham,"5,500","5,400",100,2225.773,2185.3044,40.4686,0.018181818
2016,ILLINOIS,17,Jasper,"5,500","5,400",100,2225.773,2185.3044,40.4686,0.018181818
2016,ILLINOIS,17,Lawrence,"7,100","6,400",700,2873.2706,2589.9904,283.2802,0.098591549
2016,ILLINOIS,17,Marion,"14,400","13,300","1,100",5827.4784,5382.3238,445.1546,0.076388889
2016,ILLINOIS,17,Richland,"9,500","8,700",800,3844.517,3520.7682,323.7488,0.084210526
2016,ILLINOIS,17,Shelby,"5,300","4,300","1,000",2144.8358,1740.1498,404.686,0.188679245
2016,ILLINOIS,17,Boone,"1,500","1,300",200,607.029,526.0918,80.9372,0.133333333
2016,ILLINOIS,17,DeKalb,"3,500","3,250",250,1416.401,1315.2295,101.1715,0.071428571
2016,ILLINOIS,17,Kane,"1,700","1,500",200,687.9662,607.029,80.9372,0.117647059
2016,ILLINOIS,17,Lake,"1,100","1,000",100,445.1546,404.686,40.4686,0.090909091
2016,ILLINOIS,17,McHenry,"2,900","2,800",100,1173.5894,1133.1208,40.4686,0.034482759
2016,ILLINOIS,17,Carroll,"1,600","1,500",100,647.4976,607.029,40.4686,0.0625
2016,ILLINOIS,17,Henry,"1,000",950,50,404.686,384.4517,20.2343,0.05
2016,ILLINOIS,17,Jo Daviess,"1,500","1,000",500,607.029,404.686,202.343,0.333333333
2016,ILLINOIS,17,Lee,"1,100",900,200,445.1546,364.2174,80.9372,0.181818182
2016,ILLINOIS,17,Ogle,"2,700","2,600",100,1092.6522,1052.1836,40.4686,0.037037037
2016,ILLINOIS,17,Putnam,600,500,100,242.8116,202.343,40.4686,0.166666667
2016,ILLINOIS,17,Stephenson,"2,600","2,500",100,1052.1836,1011.715,40.4686,0.038461538
2016,ILLINOIS,17,Winnebago,"2,500","2,400",100,1011.715,971.2464,40.4686,0.04
2016,ILLINOIS,17,Edwards,"4,500","4,200",300,1821.087,1699.6812,121.4058,0.066666667
2016,ILLINOIS,17,Franklin,"13,600","12,800",800,5503.7296,5179.9808,323.7488,0.058823529
2016,ILLINOIS,17,Gallatin,"4,700","4,400",300,1902.0242,1780.6184,121.4058,0.063829787
2016,ILLINOIS,17,Massac,"4,100","3,000","1,100",1659.2126,1214.058,445.1546,0.268292683
2016,ILLINOIS,17,Saline,"1,300","1,100",200,526.0918,445.1546,80.9372,0.153846154
2016,ILLINOIS,17,Wabash,"3,000","2,800",200,1214.058,1133.1208,80.9372,0.066666667
2016,ILLINOIS,17,White,"10,200","10,100",100,4127.7972,4087.3286,40.4686,0.009803922
2016,ILLINOIS,17,Alexander,"1,700","1,570",130,687.9662,635.35702,52.60918,0.076470588
2016,ILLINOIS,17,Clinton,"25,400","22,800","2,600",10279.0244,9226.8408,1052.1836,0.102362205
2016,ILLINOIS,17,Monroe,"23,800","21,800","2,000",9631.5268,8822.1548,809.372,0.084033613
2016,ILLINOIS,17,Pulaski,"3,400","2,750",650,1375.9324,1112.8865,263.0459,0.191176471
2016,ILLINOIS,17,Randolph,"27,500","25,100","2,400",11128.865,10157.6186,971.2464,0.087272727
2016,ILLINOIS,17,St. Clair,"16,900","15,400","1,500",6839.1934,6232.1644,607.029,0.088757396
2016,ILLINOIS,17,Washington,"44,600","40,000","4,600",18048.9956,16187.44,1861.5556,0.103139013
2016,ILLINOIS,17,Adams,"5,600","5,300",300,2266.2416,2144.8358,121.4058,0.053571429
2016,ILLINOIS,17,Knox,600,350,250,242.8116,141.6401,101.1715,0.416666667
2016,ILLINOIS,17,McDonough,500,450,50,202.343,182.1087,20.2343,0.1
2016,ILLINOIS,17,Schuyler,"1,100","1,000",100,445.1546,404.686,40.4686,0.090909091
2016,ILLINOIS,17,Calhoun,"1,500","1,500",0,607.029,607.029,0,0
2016,ILLINOIS,17,Cass,"1,300","1,300",0,526.0918,526.0918,0,0
2016,ILLINOIS,17,Christian,"1,200",900,300,485.6232,364.2174,121.4058,0.25
2016,ILLINOIS,17,Greene,"2,000","1,950",50,809.372,789.1377,20.2343,0.025
2016,ILLINOIS,17,Jersey,"2,100","2,050",50,849.8406,829.6063,20.2343,0.023809524
2016,ILLINOIS,17,Madison,"14,100","13,900",200,5706.0726,5625.1354,80.9372,0.014184397
2016,ILLINOIS,17,Morgan,"1,500","1,450",50,607.029,586.7947,20.2343,0.033333333
2016,ILLINOIS,17,Pike,"2,500","2,450",50,1011.715,991.4807,20.2343,0.02
2016,INDIANA,18,Bartholomew,"8,500","7,850",650,3439.831,3176.7851,263.0459,0.076470588
2016,INDIANA,18,Boone,"2,800","2,800",0,1133.1208,1133.1208,0,0
2016,INDIANA,18,Decatur,"5,800","4,860",940,2347.1788,1966.77396,380.40484,0.162068966
2016,INDIANA,18,Grant,"3,000","2,650",350,1214.058,1072.4179,141.6401,0.116666667
2016,INDIANA,18,Hamilton,"2,000","1,800",200,809.372,728.4348,80.9372,0.1
2016,INDIANA,18,Hancock,"2,800","2,600",200,1133.1208,1052.1836,80.9372,0.071428571
2016,INDIANA,18,Howard,"2,100","1,700",400,849.8406,687.9662,161.8744,0.19047619
2016,INDIANA,18,Johnson,"3,200","2,900",300,1294.9952,1173.5894,121.4058,0.09375
2016,INDIANA,18,Madison,"1,900","1,060",840,768.9034,428.96716,339.93624,0.442105263
2016,INDIANA,18,Morgan,500,400,100,202.343,161.8744,40.4686,0.2
2016,INDIANA,18,Rush,"4,300","3,900",400,1740.1498,1578.2754,161.8744,0.093023256
2016,INDIANA,18,Shelby,"5,200","4,600",600,2104.3672,1861.5556,242.8116,0.115384615
2016,INDIANA,18,Tipton,"1,800","1,330",470,728.4348,538.23238,190.20242,0.261111111
2016,INDIANA,18,Blackford,"2,800","2,640",160,1133.1208,1068.37104,64.74976,0.057142857
2016,INDIANA,18,Fayette,"2,500","2,080",420,1011.715,841.74688,169.96812,0.168
2016,INDIANA,18,Henry,"3,900","3,900",0,1578.2754,1578.2754,0,0
2016,INDIANA,18,Jay,"9,600","8,450","1,150",3884.9856,3419.5967,465.3889,0.119791667
2016,INDIANA,18,Randolph,"5,300","4,800",500,2144.8358,1942.4928,202.343,0.094339623
2016,INDIANA,18,Wayne,"2,900","2,600",300,1173.5894,1052.1836,121.4058,0.103448276
2016,INDIANA,18,Cass,"3,100","2,500",600,1254.5266,1011.715,242.8116,0.193548387
2016,INDIANA,18,Elkhart,"2,300","1,800",500,930.7778,728.4348,202.343,0.217391304
2016,INDIANA,18,Fulton,"2,300","1,900",400,930.7778,768.9034,161.8744,0.173913043
2016,INDIANA,18,Kosciusko,"4,500","4,300",200,1821.087,1740.1498,80.9372,0.044444444
2016,INDIANA,18,Marshall,"3,100","2,200",900,1254.5266,890.3092,364.2174,0.290322581
2016,INDIANA,18,Miami,"4,600","4,500",100,1861.5556,1821.087,40.4686,0.02173913
2016,INDIANA,18,Wabash,"5,000","4,800",200,2023.43,1942.4928,80.9372,0.04
2016,INDIANA,18,Adams,"9,000","7,600","1,400",3642.174,3075.6136,566.5604,0.155555556
2016,INDIANA,18,Allen,"11,900","9,600","2,300",4815.7634,3884.9856,930.7778,0.193277311
2016,INDIANA,18,DeKalb,"11,200","10,400",800,4532.4832,4208.7344,323.7488,0.071428571
2016,INDIANA,18,LaGrange,"1,600","1,500",100,647.4976,607.029,40.4686,0.0625
2016,INDIANA,18,Noble,"3,400","2,600",800,1375.9324,1052.1836,323.7488,0.235294118
2016,INDIANA,18,Wells,"4,200","3,900",300,1699.6812,1578.2754,121.4058,0.071428571
2016,INDIANA,18,Whitley,"6,900","6,600",300,2792.3334,2670.9276,121.4058,0.043478261
2016,INDIANA,18,LaPorte,"6,100","3,620","2,480",2468.5846,1464.96332,1003.62128,0.406557377
2016,INDIANA,18,Porter,"2,000","1,860",140,809.372,752.71596,56.65604,0.07
2016,INDIANA,18,White,"3,400","3,320",80,1375.9324,1343.55752,32.37488,0.023529412
2016,INDIANA,18,Floyd,600,100,500,242.8116,40.4686,202.343,0.833333333
2016,INDIANA,18,Harrison,"3,100","1,450","1,650",1254.5266,586.7947,667.7319,0.532258065
2016,INDIANA,18,Washington,"2,300",730,"1,570",930.7778,295.42078,635.35702,0.682608696
2016,INDIANA,18,Franklin,"2,200","2,050",150,890.3092,829.6063,60.7029,0.068181818
2016,INDIANA,18,Jennings,"4,200","3,900",300,1699.6812,1578.2754,121.4058,0.071428571
2016,INDIANA,18,Ripley,"3,200","2,430",770,1294.9952,983.38698,311.60822,0.240625
2016,INDIANA,18,Daviess,"1,900","1,140",760,768.9034,461.34204,307.56136,0.4
2016,INDIANA,18,Dubois,"5,100","3,400","1,700",2063.8986,1375.9324,687.9662,0.333333333
