Year,State,State ANSI,County,ACRES Planted,ACRES Harvested,Acres Loss,Hectare Planted,Hectare Harvested,Hectare Loss,% of Loss,Aug-20,09-Mar,Sep-17,10-Jan,Oct-15,Oct-29,11-Dec,Nov-26,12-Oct,Dec-24,01-Jul,Jan-21,02-Apr,Feb-18,03-Apr,Mar-18,04-Jan,Apr-15,Apr-29,May-13,May-27,06-Oct,Jun-24,07-Aug,Jul-22,08-May,Aug-19,03-Mar,Mar-17,Mar-31,Apr-14,Apr-28,05-Dec,May-26,06-Sep,Jun-23,07-Jul,Jul-21,08-Apr,Aug-18
2016,KANSAS,20,Logan,"121,600","114,670","6,930",49209.8176,46405.34362,2804.47398,0.056990132,0.255714405,0.151684053,0.151427414,0.225861724,0.216165639,0.168687502,0.191017063,0.156931473,0.346994633,0.330009701,0.070022129,0.087306857,0.088727448,0.351569078,,,,,,,,,,,,,,0.404759733,0.375277509,0.554600743,0.639189343,0.613616921,0.293445254,0.530666605,0.37592735,0.034981963,0.296693019,0.296507461,0.295541088,0.073653108
2016,KANSAS,20,Ness,"121,300","118,380","2,920",49088.4118,47906.72868,1181.68312,0.024072547,0.251485949,0.157441738,0.219529629,0.229193296,,0.313875387,0.439853396,,0.417225698,0.464013981,0.135692018,0.479209372,0.340140214,0.473019501,,,,,,,,,,,,,,0.57610203,0.63159962,0.678409424,0.705996921,0.651085038,0.198782397,0.516519788,0.268890189,0.219501313,0.291336976,0.313720812,0.258141199,0.136890896
2016,KANSAS,20,Wallace,"87,900","84,400","3,500",35571.8994,34155.4984,1416.401,0.039817975,0.258268079,0.225658286,0.150229813,0.273857295,0.183566549,0.173110072,0.070542723,0.077799994,0.51666959,0.266228755,0.255675636,0.081847075,0.083061218,0.347780147,,,,,,,,,,,,,,0.425184402,0.164011172,0.612164774,0.457327253,0.66444349,0.692340608,0.310252406,0.40495257,0.278620753,0.302074046,0.354750503,0.426272612,0.252721666
2016,KANSAS,20,Wichita,"140,200","136,800","3,400",56736.9772,55361.0448,1375.9324,0.02425107,0.258572168,0.112700872,0.195528811,0.225740738,0.18927029,0.1973317,0.231333808,0.312359793,0.391634614,0.35226415,0.04694163,0.10743682,0.2308302,0.378175867,,,,,,,,,,,,,,0.43819901,0.253779447,0.595801318,0.680830481,0.636490808,0.278994205,0.351581368,0.392908564,0.130571235,0.295458507,0.292336651,0.32115922,0.158609434
2016,KENTUCKY,21,Bath,500,170,330,202.343,68.79662,133.54638,0.66,0.653107945,0.436722222,0.341514335,0.439015209,0.448471462,0.269910555,0.288531179,0.373241338,0.474225115,0.2224159,0.353937562,,0.475294319,0.282340465,,,,,,,,,,,,,,0.478644262,0.069541834,0.211512292,0.481572772,0.577199856,0.086098962,0.523592612,0.375035283,0.374302451,0.413561653,0.444473669,0.531011654,0.614566789
2016,KENTUCKY,21,Bourbon,"2,100","1,340",760,849.8406,542.27924,307.56136,0.361904762,0.565149424,0.459941419,0.329088717,0.334148184,0.340948898,0.453427099,0.512442258,0.532262706,0.628115689,0.373691963,0.267442082,,0.619893239,0.611976276,,,,,,,,,,,,,,0.669541983,0.287186382,0.309916132,0.770345081,0.242291801,0.076942316,0.666587613,0.404853142,0.361697002,0.402491978,0.439618001,0.403252739,0.627376208
2016,KENTUCKY,21,Clark,800,90,710,323.7488,36.42174,287.32706,0.8875,0.700155696,0.431767131,0.355838307,0.392875724,0.424910662,0.552684644,0.567118275,0.565248966,0.625684664,0.24586927,0.251264473,,0.560075588,0.543704143,,,,,,,,,,,,,,0.630196317,0.138743399,0.34428231,0.686721044,0.208985481,0.073768324,0.41794306,0.371342382,0.455455561,0.48229718,0.477566494,0.41222821,0.583396159
2016,KENTUCKY,21,Fayette,900,420,480,364.2174,169.96812,194.24928,0.533333333,0.428624004,0.409362902,0.301917215,0.295574429,0.250467965,0.244207376,0.25452445,0.422486594,0.231337802,0.23430747,0.196059294,,0.406405785,0.219219272,,,,,,,,,,,,,,0.242162446,0.103098568,0.320444374,0.247683081,0.145397622,0.05962743,0.327703371,0.224004644,0.233970061,0.403886391,0.245290605,0.264203902,0.231194446
2016,KENTUCKY,21,Fleming,"1,500",280,"1,220",607.029,113.31208,493.71692,0.813333333,0.71143227,0.474615132,0.358721979,0.361182902,0.351188601,0.464112616,0.518891294,0.394499057,0.617574021,0.466719158,0.258961943,,0.579045884,0.538883877,,,,,,,,,,,,,,0.573039255,0.058079597,0.347854126,0.652020579,0.649703039,0.091509843,0.607649283,0.445919827,0.402747033,0.46113992,0.517678473,0.523619652,0.514385225
2016,KENTUCKY,21,Lincoln,"2,500",220,"2,280",1011.715,89.03092,922.68408,0.912,0.600799884,0.576545809,0.437651409,0.503688746,0.461105354,0.510617006,0.496375332,0.357249899,0.374066306,0.444662578,0.468318948,,0.445080972,0.473536751,,,,,,,,,,,,,,0.573712262,0.065829563,0.525763228,0.671272726,0.017555637,,0.41676772,0.462903361,0.395561253,0.485634916,0.628539591,0.55778692,0.564434185
2016,KENTUCKY,21,Mason County,"3,000",440,"2,560",1214.058,178.06184,1035.99616,0.853333333,0.727152612,0.541331324,0.416659017,0.394455899,0.347058838,0.3895102,0.437195383,0.190079306,0.533551223,0.275672285,0.203535552,,0.509613162,0.502217339,,,,,,,,,,,,,,0.544042777,0.138912012,,0.60377185,0.506752218,0.235857582,0.515016456,0.409606738,0.418441993,0.461728707,0.540358519,0.567226931,0.528494638
2016,KENTUCKY,21,Mercer,"1,800",800,"1,000",728.4348,323.7488,404.686,0.555555556,0.629054899,0.597132974,0.241020907,0.360214739,0.341890437,0.464085301,0.542512385,,0.133144739,,0.445960105,,,0.587889916,,,,,,,,,,,,,,0.692477786,,,0.765055035,0.058561844,,0.29677579,0.361489157,0.399601142,,0.511475085,0.080947655,0.685780812
2016,KENTUCKY,21,Scott County,800,300,500,323.7488,121.4058,202.343,0.625,0.646362332,0.449166807,0.35979933,0.331623854,0.305940199,0.381737029,0.417908715,,0.09916297,,0.230536518,,,0.514557888,,,,,,,,,,,,,,0.652625517,,,0.627038561,0.120928394,0.129823144,0.529199213,0.346479936,0.352595841,,0.416331551,0.475713329,0.52924161
2016,KENTUCKY,21,Shelby,"3,100","1,110","1,990",1254.5266,449.20146,805.32514,0.641935484,0.758653366,0.605499539,0.381530415,0.314656431,0.283488529,0.393442359,0.450754749,,0.196333804,0.513000169,0.162508118,,,0.543339811,,,,,,,,,,,,,,0.65688047,0.583912534,,0.737867021,0.024215129,0.101732435,0.317632743,0.237131896,0.145195779,0.068033601,0.464513417,0.256570561,0.700263787
2016,KENTUCKY,21,Washington County,"2,700",820,"1,880",1092.6522,331.84252,760.80968,0.696296296,0.610561819,0.453552983,0.21545116,0.279565957,0.292034659,0.340608449,0.303001923,,0.081724717,,0.350767126,,,0.536834995,,,,,,,,,,,,,,0.640350729,,,0.742567983,0.003689633,,0.408046616,0.338472084,0.261431856,,0.440386819,0.085002608,0.681292403
2016,KENTUCKY,21,Woodford,500,130,370,202.343,52.60918,149.73382,0.74,0.550015485,0.398902786,0.306093355,0.38979689,0.377380752,0.538335835,0.593293466,,0.102937435,,0.296848749,,,0.655627282,,,,,,,,,,,,,,0.745025218,,,0.779161564,0.141658166,0.074384522,0.317675351,0.280388412,0.4740788,,0.666302206,0.124775975,0.582509818
2016,KENTUCKY,21,Barren,"5,500","1,400","4,100",2225.773,566.5604,1659.2126,0.745454545,0.645906843,0.55929258,0.436196281,0.336514244,0.276816304,0.383961392,0.378808302,,0.609509832,0.655588421,0.570986365,0.127754597,0.036656423,0.542586067,,,,,,,,,,,,,,0.59443804,0.620772001,0.493248809,0.602987343,0.001916961,0.049110818,0.092865151,0.342460518,0.369594589,0.001242798,0.491210598,0.489694965,0.680144307
2016,KENTUCKY,21,Breckinridge,"2,800","1,460","1,340",1133.1208,590.84156,542.27924,0.478571429,0.363033451,0.295033395,0.27032155,,,0.067780436,0.376231463,,0.587098996,0.619858307,0.394796091,,,0.496370302,,,,,,,,,,,,,,0.478319381,0.548250588,0.04218544,,,,,0.343899225,0.299750843,-0.001327923,0.07048622,,0.655004023
2016,KENTUCKY,21,Hardin,"4,200","2,750","1,450",1699.6812,1112.8865,586.7947,0.345238095,0.599997454,0.47789536,0.24550154,0.310800305,0.247295422,0.262500138,0.388214409,,0.537513478,0.56383328,0.427631991,,,0.461702905,,,,,,,,,,,,,,0.516629247,0.58779841,0.111727043,0.610954476,0.008890107,,0.33802373,0.393042682,0.246587272,0.012861645,0.182682574,0.145119445,0.618111127
2016,KENTUCKY,21,Meade,"3,900","2,510","1,390",1578.2754,1015.76186,562.51354,0.356410256,0.720678775,0.452116914,0.162624801,,,0.071642994,0.3941278,,0.548859264,0.600718691,0.534381386,,,0.23316626,,,,,,,,,,,,,,0.479404816,0.627356927,0.103734459,0.323807479,,,,0.537351306,0.435635221,0.006978634,0.062087938,,0.853343606
2016,KENTUCKY,21,Nelson,"5,900","4,000","1,900",2387.6474,1618.744,768.9034,0.322033898,0.670803253,0.49083153,0.351457481,0.304283837,0.287276071,0.405173112,0.449157074,,0.568422263,0.638225043,0.51217885,,,0.541616617,,,,,,,,,,,,,,0.577198342,0.675252458,0.280201914,0.742757467,0.017804222,,0.348308183,0.32468518,0.381866129,0.100543052,0.579977028,0.20523693,0.566624731
2016,KENTUCKY,21,Warren County,"18,800","16,300","2,500",7608.0968,6596.3818,1011.715,0.132978723,0.560807612,0.262482332,0.263549544,0.245458355,0.247804107,0.250559548,0.269713164,,0.54160921,0.608614089,0.449167877,0.077223377,0.042048859,0.527276151,,,,,,,,,,,,,,0.581939842,0.699137977,0.680624677,0.790295411,0.0200474,0.042952095,0.043153223,0.365851961,0.385168318,0.001459926,0.107122241,0.45319574,0.759982019
2016,KENTUCKY,21,Pulaski,"5,600","2,820","2,780",2266.2416,1141.21452,1125.02708,0.496428571,0.577990484,0.640892794,0.462385148,0.489449569,0.414036886,0.497375482,0.456223944,0.360952446,0.533880222,0.589870052,0.601924004,,0.53342199,0.547621952,,,,,,,,,,,,,,0.642784989,0.120845593,0.444889478,0.729366084,0.026841522,,0.446179394,0.470151625,0.49041853,0.573692207,0.685407282,0.718645551,0.534926012
2016,KENTUCKY,21,Wayne,"1,900","1,450",450,768.9034,586.7947,182.1087,0.236842105,0.258979443,0.607552665,0.410868956,0.410347553,0.373802912,0.425256729,0.258492375,0.252241813,0.311531268,0.038718827,0.48693607,0.05178801,0.095166967,0.432671812,,,,,,,,,,,,,,0.526211802,0.198339539,0.251065912,0.664931947,0.041695586,0.065366078,0.363368644,0.36669326,0.397667472,0.367693357,0.518020291,0.508065961,0.543569265
2016,KENTUCKY,21,Caldwell,"20,100","18,800","1,300",8134.1886,7608.0968,526.0918,0.064676617,0.835392869,0.400857364,0.030021152,0.294689563,0.268782725,0.091561899,0.452882478,0.506504701,0.348800347,0.571134563,0.363515965,,0.392061885,0.475568932,,,,,,,,,,,,,,0.390055055,0.66971637,0.468876192,0.601213218,0.031599104,,0.353888995,0.368616633,0.389224654,0.360665447,0.26250863,0.448579019,0.229086239
2016,KENTUCKY,21,Christian,"67,000","62,500","4,500",27113.962,25292.875,1821.087,0.067164179,0.55820924,0.382115597,0.229169336,0.325647513,0.280941202,0.298950881,0.514551026,0.58093927,0.622821944,0.639828387,0.583738261,0.036437092,0.244285338,0.514478115,,,,,,,,,,,,,,0.511414382,0.652595849,0.694021818,0.378357196,0.032296017,,0.368317548,0.338406205,0.372100472,0.421334965,0.6294025,0.40977675,0.755728384
2016,KENTUCKY,21,Crittenden County,"4,400","3,830",570,1780.6184,1549.94738,230.67102,0.129545455,,0.682399659,0.102688664,0.464255479,0.397924458,0.051898407,0.278562562,0.278250279,,0.249926793,,,0.120929924,0.24387751,,,,,,,,,,,,,,,0.284415239,,0.2913263,,,0.341204168,0.46603586,0.504045476,0.704005012,,0.818028168,0.078150054
2016,KENTUCKY,21,Daviess,"6,800","6,210",590,2751.8648,2513.10006,238.76474,0.086764706,0.642692179,0.500874609,0.128505525,0.231418859,0.210646506,0.086453839,0.415684901,0.52017485,0.319853525,0.618646949,0.560013602,,0.190737045,0.418338743,,,,,,,,,,,,,,0.499375583,0.610763509,0.148092648,0.644166908,,,0.157053042,0.382624678,0.306047948,0.377677357,0.17016865,0.531859703,0.727251217
2016,KENTUCKY,21,Logan County,"57,000","48,300","8,700",23067.102,19546.3338,3520.7682,0.152631579,0.548658434,0.288359786,0.245266122,,,0.249050922,0.218962699,,0.488829494,0.529390207,0.368450681,,,0.447733881,,,,,,,,,,,,,,0.425794909,0.600522831,0.667609058,0.123340157,0.03222198,,,0.372431449,0.380886685,0.041818285,0.097020191,0.072352325,0.672132075
2016,KENTUCKY,21,McLean,"8,300","6,900","1,400",3358.8938,2792.3334,566.5604,0.168674699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KENTUCKY,21,Ohio,"1,800","1,350",450,728.4348,546.3261,182.1087,0.25,0.500964298,0.352793475,0.234661011,,,0.155508132,0.330678893,,0.410588185,0.43101775,0.345062637,,,0.303151794,,,,,,,,,,,,,,0.334505042,0.436984489,0.206552164,,,,0.117995705,0.441668152,0.476285769,0.007989608,0.130821725,0.750465709,0.566689809
2016,KENTUCKY,21,Simpson County,"33,200","31,400","1,800",13435.5752,12707.1404,728.4348,0.054216867,0.569955752,0.216736317,0.131466196,,,0.23276317,0.209876068,,0.628622243,0.680118688,0.479871108,,,0.572996191,,,,,,,,,,,,,,0.592206336,0.697330115,0.715689705,0.527430815,0.048404275,,,0.298312834,0.312968002,0.068412625,0.016614365,0.163419551,0.481310087
2016,KENTUCKY,21,Todd,"37,000","34,400","2,600",14973.382,13921.1984,1052.1836,0.07027027,0.525937208,0.283243143,0.120454717,0.341131898,0.289891348,0.288882876,0.248375809,0.51102021,0.554093178,0.603607084,0.385726068,0.029472571,0.257264096,0.514096394,,,,,,,,,,,,,,0.459854909,0.626704779,0.6146935,0.086051025,0.031630827,,0.357032864,0.323428345,0.370558357,0.264949496,0.187470348,0.121506104,0.755389674
2016,KENTUCKY,21,Union,"7,600","7,100",500,3075.6136,2873.2706,202.343,0.065789474,,0.265679586,0.059780581,0.207777603,0.177476537,0.058479862,0.173926415,0.169313527,,0.159821758,,,0.102949711,0.185903466,,,,,,,,,,,,,,,0.203538157,,0.204879023,,,0.233500025,0.256578643,0.346129349,0.351831881,,0.338154578,0.356548681
2016,KENTUCKY,21,Gallatin County,700,440,260,283.2802,178.06184,105.21836,0.371428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KENTUCKY,21,Henry,700,130,570,283.2802,52.60918,230.67102,0.814285714,0.695401543,0.598843942,0.496484664,0.372263558,0.320582862,0.364044016,0.392284799,,0.196664476,0.573594286,0.303533784,,,0.478539871,,,,,,,,,,,,,,0.589329875,0.636279231,,0.671179138,0.025443124,0.236050029,0.378772447,0.45190602,0.331119722,0.050056744,0.46752242,0.298079556,0.747009713
2016,KENTUCKY,21,Oldham,600,240,360,242.8116,97.12464,145.68696,0.6,0.72424594,0.650527372,0.520556695,0.409155549,0.3080425,0.420328644,0.472761629,,0.551545611,0.569475092,0.507277251,,,0.469141176,,,,,,,,,,,,,,0.523557141,0.56423926,,0.713611683,0.060132921,0.292116711,0.360144632,0.513238261,0.426530755,0.096392357,0.516991378,0.383924647,0.697363601
2016,KENTUCKY,21,Ballard,"16,400","15,000","1,400",6636.8504,6070.29,566.5604,0.085365854,0.533665311,0.383306494,0.180236593,0.251838832,0.269085048,0.044708,0.438934658,0.515659459,0.57390762,0.516578666,0.082000843,0.545899112,0.093116832,0.170173106,,,,,,,,,,,,,,,0.639734906,0.706675582,0.593885552,0.696491842,0.48782784,0.338053345,0.322636269,0.376392989,0.492040479,0.700151402,0.722317773,0.713227823
2016,KENTUCKY,21,Calloway County,"16,400","15,100","1,300",6636.8504,6110.7586,526.0918,0.079268293,,0.422518179,0.045271959,0.27685373,0.227271075,0.032882512,0.252740119,0.255642222,,0.274188604,,0.026718721,0.104265369,0.250304934,,,,,,,,,,,,,,,0.315435997,,0.053168197,,,0.283334697,0.346686155,0.325006045,0.375990136,,0.489702221,0.184137537
2016,KENTUCKY,21,Fulton,"8,900","8,600",300,3601.7054,3480.2996,121.4058,0.033707865,0.616475237,0.420779238,0.009772349,0.267229038,0.249794415,,0.481736536,0.599584818,0.632124565,0.625238326,0.05070516,0.603523761,0.153632025,0.453818555,,,,,,,,,,,,,,,0.722103384,0.756311349,0.295764495,0.745625123,0.596930839,0.32200437,0.314283516,0.266367693,0.419798675,0.541242962,0.660744948,0.691135031
2016,KENTUCKY,21,Graves,"29,100","26,000","3,100",11776.3626,10521.836,1254.5266,0.10652921,0.539514462,0.365487738,0.033829473,0.25030457,0.211413552,0.034257633,0.252725872,0.251304355,0.504387668,0.255911002,0.0875235,0.032008111,0.119290852,0.210983882,,,,,,,,,,,,,,,0.314774998,0.715177147,0.124877189,0.711552934,0.546846632,0.287763906,0.311661439,0.211238322,0.280941947,0.635723947,0.420370479,0.071871969
2016,KENTUCKY,21,Hickman County,"16,900","15,800","1,100",6839.1934,6394.0388,445.1546,0.065088757,0.77420361,0.638173662,0.032460281,0.438056076,0.249651839,0.043332843,0.301390268,0.31468066,0.128409586,0.339514462,0.06862568,0.042615666,0.100985411,0.177656391,,,,,,,,,,,,,,,0.356848383,0.088311482,0.31463473,0.247384787,0.301970906,0.316757798,0.508243989,0.412812159,0.390263786,0.689396056,0.514772627,0.670526937
2016,KENTUCKY,21,McCracken County,"6,000","5,500",500,2428.116,2225.773,202.343,0.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,KENTUCKY,21,Trigg,"16,800","15,500","1,300",6798.7248,6272.633,526.0918,0.077380952,0.484929027,0.432668953,0.114377849,0.383504042,0.438166421,0.491821666,0.547112512,0.568303535,0.603387106,0.582521173,0.538258967,0.021128183,0.170295489,0.49264356,,,,,,,,,,,,,,0.480484546,0.570709142,0.523820683,0.227660697,0.028264207,,0.412401634,0.392932525,0.420196873,0.485298466,0.49414924,0.484024412,0.490338579
2016,MARYLAND,24,Dorchester,"34,000","23,900","10,100",13759.324,9671.9954,4087.3286,0.297058824,0.652891271,0.316329526,0.423015837,0.328728039,0.361313887,0.362254381,0.394461669,0.39710595,0.480506212,0.063059362,,0.314468791,,0.453362778,,,,,,,,,,,,,,0.222095086,0.490105557,0.550562439,0.288181188,0.492645836,0.597192831,0.44920988,0.526481799,0.459694216,0.489628278,0.432846599,0.601398212,0.600948634
2016,MARYLAND,24,Somerset County,"9,000","5,100","3,900",3642.174,2063.8986,1578.2754,0.433333333,0.628460403,0.166403969,0.2475045,0.314222621,,0.28538415,0.368121017,0.028247895,0.575122417,0.063053234,,0.609760802,,0.601851727,,,,,,,,,,,,,,0.26061211,0.38530762,0.713003479,0.369635981,0.581284419,0.586342354,,0.547598813,0.339646616,0.354569545,0.367987952,0.748904043,0.828038908
2016,MARYLAND,24,Wicomico County,"7,400","5,900","1,500",2994.6764,2387.6474,607.029,0.202702703,0.610792039,0.248167455,0.113691466,0.353365695,,0.344783438,0.265724705,0.031495162,0.540848859,0.069315565,,0.511820746,,0.494792219,,,,,,,,,,,,,,0.158657679,0.376854123,0.576075943,0.191163285,0.414744972,0.250340689,,0.391498567,0.406303387,0.475391337,0.612511879,0.727152163,0.747309278
2016,MARYLAND,24,Worcester,"17,500","11,300","6,200",7082.005,4572.9518,2509.0532,0.354285714,0.593408346,0.083490032,0.169700305,0.33811778,,0.305597827,0.36113076,0.028653151,0.517033465,0.070701323,,0.537693466,,0.522963551,,,,,,,,,,,,,,0.340292168,0.463433972,0.700939758,0.536874278,0.623883707,0.111227662,,0.570487034,0.324311684,0.354845362,0.281629813,0.612072081,0.779289428
2016,MARYLAND,24,Carroll,"18,700","14,700","4,000",7567.6282,5948.8842,1618.744,0.213903743,0.676499971,0.515349709,0.455789528,0.261423579,0.249769687,0.345239544,0.46387971,0.486947373,0.063724139,0.051707196,0.302589651,0.017607437,,,,,,,,,,,,,,,,0.141706032,0.44134524,0.275708737,0.678682474,,0.401535569,0.612734863,0.105489227,0.4538091,0.449311584,0.472413058,0.4969104,0.54431534
2016,MARYLAND,24,Frederick,"22,800","19,700","3,100",9226.8408,7972.3142,1254.5266,0.135964912,0.599238422,0.49163103,0.425947014,0.388831299,0.271811312,0.388354796,0.46550505,0.486087854,0.090510766,0.076722445,0.310641913,-0.01507119,,,,,,,,,,,,,,,,0.233918772,0.453502548,0.224193557,0.692197029,,0.409197608,0.607663161,0.195654714,0.412570018,0.428645855,0.469293546,0.536278748,0.593899427
2016,MARYLAND,24,Washington,"6,300","5,700",600,2549.5218,2306.7102,242.8116,0.095238095,0.519270242,0.431954087,0.398429366,0.366863459,0.216163836,0.340736362,0.304730021,0.285340459,0.366058238,0.050030047,0.249912245,-0.012837948,,,,,,,,,,,,,,,,0.184878844,0.319129012,0.281284322,0.652008026,,0.384458047,0.606578826,0.124892732,0.346190664,0.381658313,0.463759932,0.539061553,0.498825271
2016,MARYLAND,24,Caroline,"35,200","28,900","6,300",14244.9472,11695.4254,2549.5218,0.178977273,0.635925267,0.193057366,0.387673912,0.259779146,0.395713172,0.345058431,0.386441998,0.36938824,0.139762131,0.115172231,,0.347150907,,0.508985232,,,,,,,,,,,,,,0.160501181,0.55094348,0.609475896,0.315928909,0.56785959,0.568647923,0.300112973,0.461992083,0.429724221,0.526759772,0.283563166,0.666881798,0.636568082
2016,MARYLAND,24,Kent,"42,600","29,000","13,600",17239.6236,11735.894,5503.7296,0.319248826,0.664626112,0.214305266,0.495387972,0.31010391,0.34911754,0.134826499,0.42978328,0.48453364,0.093616499,0.135106663,,0.165183186,,0.468578417,,,,,,,,,,,,,,0.093612702,0.538822055,0.515341552,0.073574663,0.487154126,0.465244205,0.405518992,0.483695382,0.542611501,0.603266868,0.36160557,0.67790825,0.612919648
2016,MICHIGAN,26,Clare,"2,300","2,250",50,930.7778,910.5435,20.2343,0.02173913,0.245070347,0.271086273,0.059407491,,0.367879156,0.307847026,0.441583669,,,0.060035291,0.02987337,,0.061635725,0.037832534,,,,,,,,,,,,,,0.047354053,0.15052525,,0.445913291,0.365563302,0.595737847,,0.597997099,0.112937083,0.377660086,0.337060699,0.399102047,0.207902973
2016,MICHIGAN,26,Gladwin,"2,600","2,400",200,1052.1836,971.2464,80.9372,0.076923077,0.107539088,0.215627409,0.074227165,0.260400065,0.283665247,0.272643468,0.448655656,,0.057664746,0.034832829,0.034397146,,,0.037233142,,,,,,,,,,,,,,,0.083785457,,0.44958383,0.464289521,0.728735734,0.441578619,0.654592855,0.03633717,0.42045882,0.363811024,,0.424657159
2016,MICHIGAN,26,Gratiot,"23,600","23,400",200,9550.5896,9469.6524,80.9372,0.008474576,0.435100843,0.149964158,0.442753157,0.171574407,0.38102818,0.082580059,0.378981096,,0.122257853,0.024990223,0.100094301,,,0.043893065,,,,,,,,,,,,,,,0.085696974,,0.463794631,0.208374789,0.732898091,0.734358302,0.493468082,0.250468931,0.33600505,0.350652301,0.340606228,0.200958563
2016,MICHIGAN,26,Isabella,"14,800","14,700",100,5989.3528,5948.8842,40.4686,0.006756757,0.413636696,0.251874533,0.147277602,,0.158705495,0.128004186,0.376869371,,,0.023712611,0.026662445,,0.043761528,0.038236237,,,,,,,,,,,,,,0.046007989,0.137583029,,0.434672766,0.341951823,0.439310912,,0.589702138,0.419152993,0.274558057,0.365735119,0.355136321,0.097864887
2016,MICHIGAN,26,Mecosta County,"3,300","3,200",100,1335.4638,1294.9952,40.4686,0.03030303,0.419125541,0.311041856,0.120682152,,0.171578658,0.074097722,0.321523557,,,0.06585846,0.050601442,,0.045814236,0.039441545,,,,,,,,,,,,,,0.05310197,0.429009671,,0.433026554,0.542073226,0.457951244,,0.677072052,0.490491124,0.400271507,0.377601511,0.372690459,0.119403948
2016,MICHIGAN,26,Midland,"4,300","4,250",50,1740.1498,1719.9155,20.2343,0.011627907,0.338100423,0.280579484,0.330473619,0.354186718,0.297949018,0.261186661,0.384435808,,0.062788606,0.029802666,0.054261589,,,0.027549491,,,,,,,,,,,,,,,0.103118233,,0.429524059,0.416288444,0.625518848,0.499327068,0.567895712,0.141247634,0.33152524,0.405430929,0.357675004,0.331779484
2016,MICHIGAN,26,Arenac,"8,800","8,500",300,3561.2368,3439.831,121.4058,0.034090909,0.292962444,0.455705936,0.418275332,0.242001064,0.16649191,0.365830433,0.407242866,,0.056635401,0.044872224,0.036773059,,0.033899152,0.070872075,,,,,,,,,,,,,,,0.073592041,,0.390029948,0.549091903,0.627623744,0.536879834,0.668515375,0.34473638,0.389798748,0.13610219,0.262619243,0.376094682
2016,MICHIGAN,26,Bay County,"14,300","13,800",500,5787.0098,5584.6668,202.343,0.034965035,0.386252437,0.300986967,0.392019754,0.239200437,0.241781157,0.357107742,0.428972889,,0.060085805,0.045754753,0.040271331,,0.039381446,0.042203971,,,,,,,,,,,,,,,0.112030326,,0.469622756,0.548497723,0.674029885,0.58724781,0.658408356,0.309347906,0.356427768,0.377541259,0.32345236,0.423353678
2016,MICHIGAN,26,Huron,"76,800","73,100","3,700",31079.8848,29582.5466,1497.3382,0.048177083,0.165627533,0.295682105,0.373445221,0.20885316,0.324629365,0.454710946,0.069652571,0.204369163,0.069278938,0.062362723,0.079874736,,0.011029919,0.12509925,,,,,,,,,,,,,,0.048173263,0.100271382,0.137097099,0.467151543,0.29157296,0.69472262,0.671266785,0.70121009,0.402654602,0.340602238,0.227912356,0.294669298,0.28328746
2016,MICHIGAN,26,Saginaw County,"20,500","20,300",200,8296.063,8215.1258,80.9372,0.009756098,0.393723969,0.305035048,0.410613185,0.150897789,0.276064153,0.400153957,0.454242994,,0.079645374,0.065444728,0.083698672,,,0.031859947,,,,,,,,,,,,,,,0.147720044,,0.508583706,0.344567546,0.701435699,0.704973329,0.634555288,0.271243781,0.359711361,0.377740108,0.329856976,0.404002786
2016,MICHIGAN,26,Sanilac,"52,500","52,000",500,21246.015,21043.672,202.343,0.00952381,0.262738581,0.493516752,0.441723476,0.266375605,0.308339846,0.411916408,0.231661385,0.269706841,0.084016201,0.174355147,0.082735208,,0.246947487,0.032027793,,,,,,,,,,,,,,0.079529701,,0.120279627,0.457432371,0.433418978,0.693650763,0.711142471,0.728559641,0.288333266,0.365452941,0.274627372,0.346601178,0.289738017
2016,MICHIGAN,26,Tuscola,"40,600","39,300","1,300",16430.2516,15904.1598,526.0918,0.032019704,0.395985868,0.225297213,0.390263996,0.191305947,0.286598006,0.416067339,0.472053559,,0.072007593,0.188454353,0.059756265,,,0.123373579,,,,,,,,,,,,,,,0.094564414,,0.477118929,0.376398294,0.693262748,0.646241277,0.678904907,0.314781269,0.332149277,0.337440909,0.349640736,0.448075125
2016,MICHIGAN,26,Alpena,"5,200","4,650",550,2104.3672,1881.7899,222.5773,0.105769231,0.299023066,0.340250923,0.430326008,0.245961778,0.184182181,0.407253798,0.419180285,,,0.053937886,0.045833632,,0.030030434,0.039802731,,,,,,,,,,,,,,,0.03178881,,0.381741781,0.465487558,0.507288288,0.315367221,0.647331349,0.338313758,0.434158123,0.401977942,0.320739246,0.437874524
2016,MICHIGAN,26,Cheboygan,500,450,50,202.343,182.1087,20.2343,0.1,0.153088308,0.51228143,0.347270271,0.066536346,0.066651809,0.290182517,0.333548545,,,0.072967336,0.054395397,,0.058730799,0.032362529,,,,,,,,,,,,,,0.112056407,0.14823646,,0.3156606,0.420385509,0.072544857,,0.632146475,0.475200018,0.525980545,0.526010073,0.462488071,0.514847106
