date,value
25/03/20,5.8
26/03/20,5.69
27/03/20,5.7125
30/03/20,5.695
31/03/20,5.6875
01/04/20,5.5025
02/04/20,5.4175
03/04/20,5.4925
06/04/20,5.5575
07/04/20,5.4925
08/04/20,5.4825
09/04/20,5.565
13/04/20,5.55
14/04/20,5.4875
15/04/20,5.4025
16/04/20,5.2975
17/04/20,5.335
20/04/20,5.4875
21/04/20,5.4675
22/04/20,5.43
23/04/20,5.47
24/04/20,5.2675
27/04/20,5.2175
28/04/20,5.2645
29/04/20,5.177
30/04/20,5.2535
01/05/20,5.165
04/05/20,5.195
05/05/20,5.2075
06/05/20,5.175
07/05/20,5.225
08/05/20,5.22
11/05/20,5.1725
12/05/20,5.145
13/05/20,5.0175
14/05/20,5.0225
15/05/20,5.0025
18/05/20,4.97
19/05/20,4.9875
20/05/20,5.1375
21/05/20,5.16
22/05/20,5.0875
26/05/20,5.0675
27/05/20,5.045
28/05/20,5.145
29/05/20,5.2075
01/06/20,5.1525
02/06/20,5.08
03/06/20,5.12
04/06/20,5.2375
05/06/20,5.1525
08/06/20,5.115
09/06/20,5.045
10/06/20,5.0625
11/06/20,4.9925
12/06/20,5.02
15/06/20,5.0475
16/06/20,4.96
17/06/20,4.8875
18/06/20,4.835
19/06/20,4.8125
22/06/20,4.85
23/06/20,4.86
24/06/20,4.8125
25/06/20,4.8705
26/06/20,4.747
29/06/20,4.861
30/06/20,4.914
01/07/20,4.9875
02/07/20,4.92
06/07/20,4.9325
07/07/20,4.9525
08/07/20,5.165
09/07/20,5.25
10/07/20,5.34
13/07/20,5.2475
14/07/20,5.2675
15/07/20,5.5075
16/07/20,5.3525
17/07/20,5.3475
20/07/20,5.22
21/07/20,5.2775
22/07/20,5.345
23/07/20,5.295
24/07/20,5.395
27/07/20,5.2775
28/07/20,5.235
29/07/20,5.3275
30/07/20,5.295
31/07/20,5.3125
03/08/20,5.21
04/08/20,5.0825
05/08/20,5.1075
06/08/20,5.0125
07/08/20,4.955
10/08/20,4.91
11/08/20,4.95
12/08/20,4.9125
13/08/20,4.9675
14/08/20,5
17/08/20,5.165
18/08/20,5.075
19/08/20,5.12
20/08/20,5.195
21/08/20,5.2725
24/08/20,5.2075
25/08/20,5.2725
26/08/20,5.3355
27/08/20,5.458
28/08/20,5.4495
31/08/20,5.5065
01/09/20,5.64
02/09/20,5.5825
03/09/20,5.5325
04/09/20,5.5025
08/09/20,5.4425
09/09/20,5.4375
10/09/20,5.4825
11/09/20,5.42
14/09/20,5.4575
15/09/20,5.3825
16/09/20,5.42
17/09/20,5.5625
18/09/20,5.75
21/09/20,5.5475
22/09/20,5.58
23/09/20,5.49
24/09/20,5.4975
25/09/20,5.4425
28/09/20,5.5025
29/09/20,5.495
30/09/20,5.78
01/10/20,5.7025
02/10/20,5.7325
05/10/20,5.8425
06/10/20,5.9275
07/10/20,6.075
08/10/20,5.9525
09/10/20,5.9375
12/10/20,5.9425
13/10/20,5.94
14/10/20,5.9675
15/10/20,6.1825
16/10/20,6.2525
19/10/20,6.27
20/10/20,6.32
21/10/20,6.2975
22/10/20,6.2275
23/10/20,6.3275
26/10/20,6.2
27/10/20,6.1575
28/10/20,6.0875
29/10/20,6.0375
30/10/20,5.985
02/11/20,6.075
03/11/20,6.08
04/11/20,6.06
05/11/20,6.0925
06/11/20,6.02
09/11/20,5.975
10/11/20,6.085
11/11/20,5.98
12/11/20,5.8825
13/11/20,5.935
16/11/20,5.98
17/11/20,5.9525
18/11/20,5.9775
19/11/20,5.9175
20/11/20,5.9325
23/11/20,5.9875
24/11/20,6.125
25/11/20,5.9155
27/11/20,6.022
30/11/20,5.8405
01/12/20,5.7725
02/12/20,5.885
03/12/20,5.845
04/12/20,5.755
07/12/20,5.775
08/12/20,5.7
09/12/20,5.8325
10/12/20,5.965
11/12/20,6.145
14/12/20,5.965
15/12/20,5.9975
16/12/20,5.985
17/12/20,6.0875
18/12/20,6.0825
21/12/20,6.1125
22/12/20,6.17
23/12/20,6.2975
24/12/20,6.27
28/12/20,6.1425
29/12/20,6.185
30/12/20,6.4075
31/12/20,6.405
04/01/21,6.42
05/01/21,6.54
06/01/21,6.475
07/01/21,6.4225
08/01/21,6.3875
11/01/21,6.3475
12/01/21,6.65
13/01/21,6.605
14/01/21,6.7
15/01/21,6.755
19/01/21,6.7225
20/01/21,6.6775
21/01/21,6.6075
22/01/21,6.345
25/01/21,6.485
26/01/21,6.6525
27/01/21,6.5825
28/01/21,6.47
29/01/21,6.63
01/02/21,6.51
02/02/21,6.4475
03/02/21,6.4825
04/02/21,6.375
05/02/21,6.4125
08/02/21,6.5575
09/02/21,6.495
10/02/21,6.355
11/02/21,6.335
12/02/21,6.3675
16/02/21,6.575
17/02/21,6.44
18/02/21,6.625
19/02/21,6.5075
22/02/21,6.64
23/02/21,6.6665
24/02/21,6.8235
25/02/21,6.7415
26/02/21,6.592
01/03/21,6.5025
02/03/21,6.6625
03/03/21,6.56
04/03/21,6.51
05/03/21,6.53
08/03/21,6.465
09/03/21,6.565
10/03/21,6.525
11/03/21,6.425
12/03/21,6.385
15/03/21,6.45
16/03/21,6.47
17/03/21,6.4
18/03/21,6.305
19/03/21,6.27
22/03/21,6.2725
23/03/21,6.3475
24/03/21,6.2475
25/03/21,6.125
26/03/21,6.1325
29/03/21,6.1675
30/03/21,6.0175
31/03/21,6.18
01/04/21,6.11
05/04/21,6.18
06/04/21,6.155
07/04/21,6.1625
08/04/21,6.2875
09/04/21,6.3875
12/04/21,6.28
13/04/21,6.2975
14/04/21,6.48
15/04/21,6.5375
16/04/21,6.525
19/04/21,6.5225
20/04/21,6.5975
21/04/21,6.7325
22/04/21,7.1025
23/04/21,7.1025
26/04/21,7.395
27/04/21,7.3355
28/04/21,7.2425
29/04/21,7.324
30/04/21,7.363
03/05/21,7.18
04/05/21,7.2675
05/05/21,7.445
06/05/21,7.5325
07/05/21,7.6175
10/05/21,7.305
11/05/21,7.4175
12/05/21,7.2975
13/05/21,7.015
14/05/21,7.0725
17/05/21,6.9975
18/05/21,6.98
19/05/21,6.7925
20/05/21,6.7525
21/05/21,6.7425
24/05/21,6.6225
25/05/21,6.565
26/05/21,6.485
27/05/21,6.7625
28/05/21,6.635
01/06/21,6.935
02/06/21,6.875
03/06/21,6.7625
04/06/21,6.8775
07/06/21,6.8
08/06/21,6.85
09/06/21,6.8225
10/06/21,6.8375
11/06/21,6.8075
14/06/21,6.745
15/06/21,6.615
16/06/21,6.6275
17/06/21,6.39
18/06/21,6.6275
21/06/21,6.615
22/06/21,6.51
23/06/21,6.6125
24/06/21,6.5125
25/06/21,6.3775
28/06/21,6.482
29/06/21,6.4365
30/06/21,6.779
01/07/21,6.655
02/07/21,6.5275
06/07/21,6.26
07/07/21,6.2225
08/07/21,6.18
09/07/21,6.15
12/07/21,6.4075
13/07/21,6.3375
14/07/21,6.5425
15/07/21,6.72
16/07/21,6.925
19/07/21,6.9775
20/07/21,7.005
21/07/21,7.1075
22/07/21,6.9225
23/07/21,6.84
26/07/21,6.77
27/07/21,6.745
28/07/21,6.8875
29/07/21,7.0525
30/07/21,7.0375
02/08/21,7.295
03/08/21,7.245
04/08/21,7.1725
05/08/21,7.1275
06/08/21,7.19
09/08/21,7.1125
10/08/21,7.27
11/08/21,7.27
12/08/21,7.535
13/08/21,7.6225
16/08/21,7.605
17/08/21,7.345
18/08/21,7.3725
19/08/21,7.275
20/08/21,7.1425
23/08/21,7.1975
24/08/21,7.18
25/08/21,7.1125
26/08/21,7.2805
27/08/21,7.241
30/08/21,7.176
31/08/21,7.1915
01/09/21,7.1425
02/09/21,7.17
03/09/21,7.2625
06/09/21,7.2625
07/09/21,7.1975
08/09/21,7.095
09/09/21,6.9225
10/09/21,6.885
13/09/21,6.87
14/09/21,7.0075
15/09/21,7.1225
16/09/21,7.13
17/09/21,7.0875
20/09/21,7.0075
21/09/21,6.9025
22/09/21,7.0575
23/09/21,7.1775
24/09/21,7.2375
27/09/21,7.2225
28/09/21,7.065
29/09/21,7.1025
30/09/21,7.255
01/10/21,7.5525
04/10/21,7.565
05/10/21,7.4475
06/10/21,7.46
07/10/21,7.4125
08/10/21,7.34
11/10/21,7.3175
12/10/21,7.34
13/10/21,7.1875
14/10/21,7.2475
15/10/21,7.34
18/10/21,7.3625
19/10/21,7.36
20/10/21,7.4925
21/10/21,7.4125
22/10/21,7.56
25/10/21,7.595
26/10/21,7.5225
27/10/21,7.5975
28/10/21,7.725
29/10/21,7.7275
01/11/21,7.9725
02/11/21,7.915
03/11/21,7.81
04/11/21,7.7375
05/11/21,7.665
08/11/21,7.68
09/11/21,7.785
10/11/21,8.03
11/11/21,8.125
12/11/21,8.17
15/11/21,8.2625
16/11/21,8.1025
17/11/21,8.2225
18/11/21,8.2
19/11/21,8.23
22/11/21,8.4575
23/11/21,8.56
24/11/21,8.3945
26/11/21,8.314
29/11/21,8.1635
30/11/21,7.8455
01/12/21,7.905
02/12/21,8.15
03/12/21,8.0375
06/12/21,8.0625
07/12/21,8.085
08/12/21,7.945
09/12/21,7.7675
10/12/21,7.8525
13/12/21,7.8875
14/12/21,7.87
15/12/21,7.56
16/12/21,7.705
17/12/21,7.75
20/12/21,7.7775
21/12/21,7.99
22/12/21,8.14
23/12/21,8.1475
24/12/21,8.1475
26/12/21,8.1475
27/12/21,8.04
28/12/21,7.835
29/12/21,7.8775
30/12/21,7.7975
31/12/21,7.7075
03/01/22,7.58
04/01/22,7.7
05/01/22,7.6075
06/01/22,7.46
07/01/22,7.585
10/01/22,7.62
11/01/22,7.7025
12/01/22,7.5775
13/01/22,7.4675
14/01/22,7.415
18/01/22,7.69
19/01/22,7.965
20/01/22,7.9025
21/01/22,7.8
24/01/22,8.005
25/01/22,8.18
26/01/22,7.95
27/01/22,7.77
28/01/22,7.8625
31/01/22,7.6125
01/02/22,7.69
02/02/22,7.55
03/02/22,7.5175
04/02/22,7.6325
07/02/22,7.6875
08/02/22,7.7875
09/02/22,7.85
10/02/22,7.715
11/02/22,7.9775
14/02/22,7.9925
15/02/22,7.7975
16/02/22,7.805
17/02/22,7.98
18/02/22,7.97
21/02/22,7.97
22/02/22,8.4425
23/02/22,8.7775
24/02/22,9.295
25/02/22,8.5305
28/02/22,9.328
01/03/22,9.84
02/03/22,10.59
03/03/22,11.34
04/03/22,12.09
07/03/22,12.94
08/03/22,12.865
09/03/22,12.015
10/03/22,10.87
11/03/22,11.065
14/03/22,10.9625
15/03/22,11.5425
16/03/22,10.6925
17/03/22,10.98
18/03/22,10.6375
21/03/22,11.1925
22/03/22,11.1825
23/03/22,11.0575
24/03/22,10.8575
25/03/22,11.0225
28/03/22,10.57
29/03/22,10.1425
30/03/22,10.2725
31/03/22,10.06
01/04/22,9.845
04/04/22,10.1025
05/04/22,10.4525
06/04/22,10.3825
07/04/22,10.2
08/04/22,10.515
11/04/22,10.8125
12/04/22,11.0375
13/04/22,11.135
14/04/22,10.965
15/04/22,10.965
18/04/22,11.205
19/04/22,10.99
20/04/22,10.88
21/04/22,10.68
22/04/22,10.655
25/04/22,10.62
26/04/22,10.856
27/04/22,10.845
28/04/22,10.8105
29/04/22,10.5335
02/05/22,10.555
03/05/22,10.455
04/05/22,10.765
05/05/22,11.065
06/05/22,11.085
09/05/22,10.9275
10/05/22,10.9275
11/05/22,11.13
12/05/22,11.7875
13/05/22,11.775
16/05/22,12.475
17/05/22,12.775
18/05/22,12.3075
19/05/22,12.005
20/05/22,11.6875
23/05/22,11.9
24/05/22,11.5475
25/05/22,11.4825
26/05/22,11.4325
27/05/22,11.575
31/05/22,10.875
01/06/22,10.4125
02/06/22,10.5825
03/06/22,10.4
06/06/22,10.93
07/06/22,10.7175
08/06/22,10.7475
09/06/22,10.7125
10/06/22,10.7075
13/06/22,10.71
14/06/22,10.5025
15/06/22,10.5
16/06/22,10.7825
17/06/22,10.3425
20/06/22,10.3425
21/06/22,9.7525
22/06/22,9.765
23/06/22,9.3725
24/06/22,9.2375
27/06/22,9.7564
28/06/22,9.5219
29/06/22,9.7307
30/06/22,9.7616
01/07/22,9.5469
04/07/22,9.1431
05/07/22,9.3548
06/07/22,9.0106
07/07/22,8.8774
08/07/22,9.1969
11/07/22,9.6925
12/07/22,9.575
13/07/22,9.2833
14/07/22,9.365
15/07/22,9.3515
18/07/22,8.888
19/07/22,9.1784
20/07/22,9.2329
21/07/22,9.5459
22/07/22,8.9335
25/07/22,9.0152
26/07/22,9.3485
27/07/22,9.2533
28/07/22,9.3145
29/07/22,9.3758
01/08/22,9.158
02/08/22,9.2193
03/08/22,9.1648
04/08/22,9.3009
05/08/22,9.3077
08/08/22,9.2669
09/08/22,9.2601
10/08/22,9.2397
11/08/22,9.1648
12/08/22,9.2533
15/08/22,9.2465
16/08/22,9.0356
17/08/22,8.9131
18/08/22,8.5525
19/08/22,8.5525
22/08/22,8.7566
23/08/22,9.0356
24/08/22,9.0015
25/08/22,8.9335
26/08/22,9.0015
29/08/22,9.1172
30/08/22,8.9743
31/08/22,8.9947
01/09/22,8.9403
02/09/22,8.8042
05/09/22,8.8178
06/09/22,8.5049
07/09/22,8.8723
08/09/22,8.6886
09/09/22,9.0083
12/09/22,8.9879
13/09/22,9.1512
14/09/22,9.1784
15/09/22,9.0492
16/09/22,9.0968
19/09/22,8.8519
20/09/22,9.2329
21/09/22,9.471
22/09/22,9.5118
23/09/22,9.4166
26/09/22,9.3553
27/09/22,9.5118
28/09/22,9.6343
29/09/22,9.5867
30/09/22,9.7091
03/10/22,9.5595
04/10/22,9.5391
05/10/22,9.5867
06/10/22,9.3826
07/10/22,9.4642
10/10/22,9.9201
11/10/22,9.6615
12/10/22,9.6071
13/10/22,9.6751
14/10/22,9.5254
17/10/22,9.4098
18/10/22,9.1036
19/10/22,9.1308
20/10/22,9.2329
21/10/22,9.2941
24/10/22,9.2397
25/10/22,9.1512
26/10/22,9.0968
27/10/22,9.1444
28/10/22,9.1784
31/10/22,9.5663
01/11/22,9.784
02/11/22,9.2805
03/11/22,9.2737
04/11/22,9.2193
07/11/22,9.1308
08/11/22,8.9539
09/11/22,8.9335
10/11/22,8.8995
11/11/22,8.8995
14/11/22,8.7974
15/11/22,8.6954
16/11/22,8.7022
17/11/22,8.8383
18/11/22,8.8655
21/11/22,9.1308
22/11/22,9.0492
23/11/22,9.2678
24/11/22,9.0643
25/11/22,9.2272
28/11/22,9.1493
29/11/22,9.1651
30/11/22,9.2697
01/12/22,9.3318
02/12/22,9.1766
05/12/22,8.933
06/12/22,8.781
07/12/22,8.7788
08/12/22,8.8438
09/12/22,8.658
12/12/22,8.69
13/12/22,8.8407
14/12/22,8.7805
15/12/22,8.6646
16/12/22,8.5935
19/12/22,8.5809
20/12/22,8.5866
21/12/22,8.7982
22/12/22,8.7195
23/12/22,9.0232
26/12/22,9.0394
27/12/22,9.1105
28/12/22,9.0984
29/12/22,8.9527
30/12/22,8.9571
02/01/23,8.9471
03/01/23,8.6999
04/01/23,8.633
05/01/23,8.6195
06/01/23,8.6977
09/01/23,8.652
10/01/23,8.4953
11/01/23,8.5632
12/01/23,8.5863
13/01/23,8.5057
16/01/23,8.4463
17/01/23,8.4237
18/01/23,8.4678
19/01/23,8.4018
20/01/23,8.399
23/01/23,8.2708
24/01/23,8.3423
25/01/23,8.4536
26/01/23,8.5349
27/01/23,8.4542
30/01/23,8.4927
31/01/23,8.5005
01/02/23,8.5475
02/02/23,8.3955
03/02/23,8.3437
06/02/23,8.4168
07/02/23,8.549
08/02/23,8.601
09/02/23,8.5269
10/02/23,8.6093
13/02/23,8.7217
14/02/23,8.7656
15/02/23,8.602
16/02/23,8.5326
17/02/23,8.6066
20/02/23,8.5648
21/02/23,8.3468
22/02/23,8.0894
23/02/23,8.177
24/02/23,8.0387
27/02/23,8.018
28/02/23,7.8888
01/03/23,7.8848
02/03/23,7.895
03/03/23,7.9024
06/03/23,7.9228
07/03/23,7.738
08/03/23,7.5973
09/03/23,7.5397
10/03/23,7.5817
13/03/23,7.8007
14/03/23,7.8386
15/03/23,7.8436
16/03/23,7.7813
17/03/23,7.8113
20/03/23,7.5119
21/03/23,7.4258
22/03/23,7.3138
23/03/23,7.2326
24/03/23,7.5786
27/03/23,7.831
28/03/23,7.7604
29/03/23,7.8377
30/03/23,7.7772
31/03/23,7.7146
03/04/23,7.645
04/04/23,7.6218
05/04/23,7.5309
06/04/23,7.469
07/04/23,7.5203
10/04/23,7.4321
11/04/23,7.494
12/04/23,7.521
13/04/23,7.4294
14/04/23,7.5269
17/04/23,7.5982
18/04/23,7.7674
19/04/23,7.5546
20/04/23,7.4706
21/04/23,7.3622
24/04/23,7.3412
25/04/23,7.2494
26/04/23,7.3202
27/04/23,7.1533
28/04/23,7.225
01/05/23,7.1205
02/05/23,6.9755
03/05/23,7.0737
04/05/23,7.1406
05/05/23,7.2603
08/05/23,7.1006
09/05/23,6.7213
10/05/23,6.6955
11/05/23,6.8911
12/05/23,6.9732
15/05/23,7.073
16/05/23,6.9341
17/05/23,6.687
18/05/23,6.5101
19/05/23,6.5403
22/05/23,6.5024
23/05/23,6.6316
24/05/23,6.5419
25/05/23,6.4787
26/05/23,6.6368
29/05/23,6.5862
30/05/23,6.4269
31/05/23,6.3459
01/06/23,6.4644
02/06/23,6.5547
05/06/23,6.7563
06/06/23,6.6952
07/06/23,6.6572
08/06/23,6.8396
09/06/23,6.8776
