Year,Planting_Dates,Harvesting_Dates,State,State_ANSI,Ag_District,Ag_District_Code,County,County_ANSI,Commodity,ACRES_PLANTED,ACRES_HARVESTED,YIELD_(BU/ACRE)
2015,08-Sep,14-Sep,IDAHO,16,NORTH,10,BOUNDARY,21,WHEAT,"12,600","12,100",81.7
2015,08-Sep,14-Sep,IDAHO,16,NORTH,10,IDAHO,49,WHEAT,"61,200","57,200",61.5
2015,08-Sep,14-Sep,IDAHO,16,NORTH,10,LATAH,57,WHEAT,"70,200","64,200",74.9
2015,08-Sep,14-Sep,IDAHO,16,NORTH,10,LEWIS,61,WHEAT,"72,000","67,000",62.7
2015,08-Sep,14-Sep,IDAHO,16,NORTH,10,NEZ PERCE,69,WHEAT,"78,100","71,700",75.9
2015,08-Sep,14-Sep,IDAHO,16,SOUTH CENTRAL,80,CASSIA,31,WHEAT,"44,400","43,800",93
2015,08-Sep,14-Sep,IDAHO,16,SOUTH CENTRAL,80,JEROME,53,WHEAT,"8,100","7,800",126.5
2015,08-Sep,14-Sep,IDAHO,16,SOUTH CENTRAL,80,MINIDOKA,67,WHEAT,"13,400","13,200",115.7
2015,08-Sep,14-Sep,IDAHO,16,SOUTH CENTRAL,80,TWIN FALLS,83,WHEAT,"20,900","20,600",131
2015,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,ADA,1,WHEAT,"4,100","3,800",116.1
2015,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,CANYON,27,WHEAT,"21,300","21,100",116.9
2015,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,ELMORE,39,WHEAT,"11,300","8,600",78.7
2015,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,OWYHEE,73,WHEAT,"5,900","5,500",96.4
2015,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,PAYETTE,75,WHEAT,"2,900","2,800",128.6
2015,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,WASHINGTON,87,WHEAT,"5,300","4,800",97.8
2015,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,MACON,115,WHEAT,800,750,70
2015,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,MARSHALL,123,WHEAT,800,750,61.3
2015,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,MASON,125,WHEAT,"3,100","3,000",75.3
2015,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,MENARD,129,WHEAT,700,700,80
2015,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,PEORIA,143,WHEAT,"1,400","1,350",57
2015,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,TAZEWELL,179,WHEAT,"2,200","2,100",73.3
2015,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,WOODFORD,203,WHEAT,"2,200","2,100",61.9
2015,28-Sep,19-Jul,ILLINOIS,17,EAST,50,CHAMPAIGN,19,WHEAT,"2,700","2,600",88.8
2015,28-Sep,19-Jul,ILLINOIS,17,EAST,50,IROQUOIS,75,WHEAT,"4,600","4,150",64.3
2015,28-Sep,19-Jul,ILLINOIS,17,EAST,50,LIVINGSTON,105,WHEAT,"6,000","5,300",62.5
2015,28-Sep,19-Jul,ILLINOIS,17,EAST,50,VERMILION,183,WHEAT,"2,800","2,750",86.5
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23,WHEAT,"4,400","4,200",70
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,CLAY,25,WHEAT,"10,900","10,500",57.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,CRAWFORD,33,WHEAT,"2,900","2,800",53.2
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35,WHEAT,"1,100","1,000",76
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,EFFINGHAM,49,WHEAT,"5,500","5,100",61.2
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,JASPER,79,WHEAT,"2,500","2,350",66
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,LAWRENCE,101,WHEAT,"7,200","7,050",62.7
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,MARION,121,WHEAT,"8,700","8,150",72.3
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,MOULTRIE,139,WHEAT,500,450,58.9
2015,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,RICHLAND,159,WHEAT,"4,800","4,500",69.6
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,BOONE,7,WHEAT,"1,700","1,450",81.4
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,DE KALB,37,WHEAT,"5,500","5,200",79.8
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,GRUNDY,63,WHEAT,600,550,60.5
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,KANE,89,WHEAT,"3,000","2,900",72.1
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,LAKE,97,WHEAT,900,850,72.7
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,MCHENRY,111,WHEAT,"4,000","3,850",69.4
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,CARROLL,15,WHEAT,"1,700","1,500",71.3
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,LEE,103,WHEAT,"1,400","1,300",62.5
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,OGLE,141,WHEAT,"3,600","3,400",75.9
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,ROCK ISLAND,161,WHEAT,500,450,52.9
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,STEPHENSON,177,WHEAT,"4,200","3,950",75.2
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,WHITESIDE,195,WHEAT,"3,200","3,050",65.6
2015,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,WINNEBAGO,201,WHEAT,"3,300","3,200",70.9
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,EDWARDS,47,WHEAT,"4,500","4,450",63.8
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,FRANKLIN,55,WHEAT,"16,100","16,000",68.1
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,GALLATIN,59,WHEAT,"6,400","6,000",71.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,HAMILTON,65,WHEAT,"8,900","8,800",63.5
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,MASSAC,127,WHEAT,"4,300","4,200",59.8
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,SALINE,165,WHEAT,"1,000",900,63.9
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,WABASH,185,WHEAT,"3,900","3,750",54.1
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,WAYNE,191,WHEAT,"12,000","11,500",63.6
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,WHITE,193,WHEAT,"11,500","11,400",71.9
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,CLINTON,27,WHEAT,"32,200","31,600",59.7
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,JACKSON,77,WHEAT,"19,400","19,200",62
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,MONROE,133,WHEAT,"28,500","28,300",64.1
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,PERRY,145,WHEAT,"29,000","28,800",56.4
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,RANDOLPH,157,WHEAT,"35,100","34,900",68.5
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,ST CLAIR,163,WHEAT,"25,100","25,000",65.9
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,UNION,181,WHEAT,"2,400","2,300",57.8
2015,28-Sep,19-Jul,ILLINOIS,17,SOUTHWEST,80,WASHINGTON,189,WHEAT,"52,700","51,600",68.4
2015,28-Sep,19-Jul,ILLINOIS,17,WEST,30,BROWN,9,WHEAT,600,550,54.2
2015,28-Sep,19-Jul,ILLINOIS,17,WEST,30,HENDERSON,71,WHEAT,800,480,74.8
2015,28-Sep,19-Jul,ILLINOIS,17,WEST,30,KNOX,95,WHEAT,"1,100","1,050",74.3
2015,28-Sep,19-Jul,ILLINOIS,17,WEST,30,SCHUYLER,169,WHEAT,"1,100","1,000",54.5
2015,28-Sep,19-Jul,ILLINOIS,17,WEST,30,WARREN,187,WHEAT,900,120,50.8
2015,28-Sep,19-Jul,ILLINOIS,17,WEST SOUTHWEST,60,CHRISTIAN,21,WHEAT,"1,200","1,100",69.5
2015,28-Sep,19-Jul,ILLINOIS,17,WEST SOUTHWEST,60,GREENE,61,WHEAT,"1,900","1,800",60.6
2015,28-Sep,19-Jul,ILLINOIS,17,WEST SOUTHWEST,60,MACOUPIN,117,WHEAT,"4,900","4,700",60.2
2015,28-Sep,19-Jul,ILLINOIS,17,WEST SOUTHWEST,60,MADISON,119,WHEAT,"18,500","17,600",64.3
2015,28-Sep,19-Jul,ILLINOIS,17,WEST SOUTHWEST,60,MONTGOMERY,135,WHEAT,"6,100","5,650",68.3
2015,28-Sep,19-Jul,ILLINOIS,17,WEST SOUTHWEST,60,MORGAN,137,WHEAT,"1,100","1,000",72
2015,28-Sep,19-Jul,ILLINOIS,17,WEST SOUTHWEST,60,PIKE,149,WHEAT,"2,700","2,500",53.2
2015,28-Sep,19-Jul,ILLINOIS,17,WEST SOUTHWEST,60,SANGAMON,167,WHEAT,900,800,64.9
2015,28-Sep,19-Jul,ILLINOIS,17,WEST SOUTHWEST,60,SCOTT,171,WHEAT,900,700,55.1
2015,25-Sep,25-Jul,INDIANA,18,CENTRAL,50,BARTHOLOMEW,5,WHEAT,"8,900","8,750",88.1
2015,25-Sep,25-Jul,INDIANA,18,CENTRAL,50,BOONE,11,WHEAT,"2,800","2,700",78.5
2015,25-Sep,25-Jul,INDIANA,18,CENTRAL,50,DECATUR,31,WHEAT,"5,000","4,800",73.3
2015,25-Sep,25-Jul,INDIANA,18,CENTRAL,50,GRANT,53,WHEAT,"2,500","2,150",60
2015,25-Sep,25-Jul,INDIANA,18,CENTRAL,50,HAMILTON,57,WHEAT,"1,800","1,750",77.1
2015,25-Sep,25-Jul,INDIANA,18,CENTRAL,50,HANCOCK,59,WHEAT,"1,800","1,700",73.5
2015,25-Sep,25-Jul,INDIANA,18,CENTRAL,50,HENDRICKS,63,WHEAT,"2,000","1,980",78.3
2015,25-Sep,25-Jul,INDIANA,18,CENTRAL,50,HOWARD,67,WHEAT,"2,000","1,950",68.7
2015,25-Sep,25-Jul,INDIANA,18,CENTRAL,50,RUSH,139,WHEAT,"4,500","4,450",74.2
2015,25-Sep,25-Jul,INDIANA,18,CENTRAL,50,SHELBY,145,WHEAT,"3,900","3,300",86.4
2015,25-Sep,25-Jul,INDIANA,18,CENTRAL,50,TIPTON,159,WHEAT,"1,300","1,250",77.8
2015,25-Sep,25-Jul,INDIANA,18,EAST CENTRAL,60,BLACKFORD,9,WHEAT,"2,100","1,880",59.6
2015,25-Sep,25-Jul,INDIANA,18,EAST CENTRAL,60,FAYETTE,41,WHEAT,"2,200","2,100",80.5
2015,25-Sep,25-Jul,INDIANA,18,EAST CENTRAL,60,HENRY,65,WHEAT,"3,600","3,350",73.4
2015,25-Sep,25-Jul,INDIANA,18,EAST CENTRAL,60,JAY,75,WHEAT,"8,800","8,500",69.6
2015,25-Sep,25-Jul,INDIANA,18,EAST CENTRAL,60,RANDOLPH,135,WHEAT,"4,800","4,550",65.1
2015,25-Sep,25-Jul,INDIANA,18,EAST CENTRAL,60,WAYNE,177,WHEAT,"2,800","2,700",57
2015,25-Sep,25-Jul,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,WHEAT,"4,100","3,800",78.2
2015,25-Sep,25-Jul,INDIANA,18,NORTH CENTRAL,20,CASS,17,WHEAT,"3,100","2,700",61.5
2015,25-Sep,25-Jul,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,WHEAT,"2,500","2,300",62.6
2015,25-Sep,25-Jul,INDIANA,18,NORTH CENTRAL,20,FULTON,49,WHEAT,"1,700","1,200",53.3
2015,25-Sep,25-Jul,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,WHEAT,"3,900","3,700",62.4
2015,25-Sep,25-Jul,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,WHEAT,"3,100","2,850",59.3
2015,25-Sep,25-Jul,INDIANA,18,NORTH CENTRAL,20,MIAMI,103,WHEAT,"4,300","4,100",63.4
2015,25-Sep,25-Jul,INDIANA,18,NORTH CENTRAL,20,ST. JOSEPH,141,WHEAT,"2,100","2,050",73.2
2015,25-Sep,25-Jul,INDIANA,18,NORTH CENTRAL,20,WABASH,169,WHEAT,"3,700","3,400",60.9
2015,25-Sep,25-Jul,INDIANA,18,NORTHEAST,30,ADAMS,1,WHEAT,"5,100","4,200",52.4
2015,25-Sep,25-Jul,INDIANA,18,NORTHEAST,30,ALLEN,3,WHEAT,"7,400","5,400",58.7
2015,25-Sep,25-Jul,INDIANA,18,NORTHEAST,30,HUNTINGTON,69,WHEAT,"2,900","2,550",59.2
2015,25-Sep,25-Jul,INDIANA,18,NORTHEAST,30,LAGRANGE,87,WHEAT,"1,500","1,250",67.2
2015,25-Sep,25-Jul,INDIANA,18,NORTHEAST,30,NOBLE,113,WHEAT,"3,900","3,800",63.4
2015,25-Sep,25-Jul,INDIANA,18,NORTHEAST,30,WELLS,179,WHEAT,"4,000","3,700",53
2015,25-Sep,25-Jul,INDIANA,18,NORTHEAST,30,WHITLEY,183,WHEAT,"6,400","6,350",52.3
2015,25-Sep,25-Jul,INDIANA,18,NORTHWEST,10,LA PORTE,91,WHEAT,"7,500","7,050",70.5
2015,25-Sep,25-Jul,INDIANA,18,NORTHWEST,10,LAKE,89,WHEAT,"1,300","1,250",58.6
2015,25-Sep,25-Jul,INDIANA,18,NORTHWEST,10,PORTER,127,WHEAT,"2,000","1,800",62.8
2015,25-Sep,25-Jul,INDIANA,18,NORTHWEST,10,STARKE,149,WHEAT,"1,100",500,44.2
2015,25-Sep,25-Jul,INDIANA,18,NORTHWEST,10,WHITE,181,WHEAT,"2,300","1,700",67.6
2015,25-Sep,25-Jul,INDIANA,18,SOUTH CENTRAL,80,HARRISON,61,WHEAT,"3,100","2,100",65.2
2015,25-Sep,25-Jul,INDIANA,18,SOUTH CENTRAL,80,JACKSON,71,WHEAT,"5,100","4,230",75.4
2015,25-Sep,25-Jul,INDIANA,18,SOUTH CENTRAL,80,WASHINGTON,175,WHEAT,"1,400",620,54.2
2015,25-Sep,25-Jul,INDIANA,18,SOUTHEAST,90,FRANKLIN,47,WHEAT,"1,900","1,750",55.8
2015,25-Sep,25-Jul,INDIANA,18,SOUTHEAST,90,JENNINGS,79,WHEAT,"3,300","3,200",88.1
2015,25-Sep,25-Jul,INDIANA,18,SOUTHEAST,90,RIPLEY,137,WHEAT,"2,300","1,850",61.1
2015,25-Sep,25-Jul,INDIANA,18,SOUTHWEST,70,DAVIESS,27,WHEAT,"3,200","1,400",67.4
2015,25-Sep,25-Jul,INDIANA,18,SOUTHWEST,70,DUBOIS,37,WHEAT,"5,200","3,000",58.7
2015,25-Sep,25-Jul,INDIANA,18,SOUTHWEST,70,GIBSON,51,WHEAT,"16,800","16,000",71.4
2015,25-Sep,25-Jul,INDIANA,18,SOUTHWEST,70,GREENE,55,WHEAT,"1,100",650,63.8
2015,25-Sep,25-Jul,INDIANA,18,SOUTHWEST,70,KNOX,83,WHEAT,"11,700","10,900",56.7
2015,25-Sep,25-Jul,INDIANA,18,SOUTHWEST,70,MARTIN,101,WHEAT,800,800,50.5
2015,25-Sep,25-Jul,INDIANA,18,SOUTHWEST,70,PIKE,125,WHEAT,"1,700","1,650",56.9
2015,25-Sep,25-Jul,INDIANA,18,SOUTHWEST,70,POSEY,129,WHEAT,"20,000","19,300",71.6
2015,25-Sep,25-Jul,INDIANA,18,SOUTHWEST,70,SULLIVAN,153,WHEAT,"2,900","2,600",66.5
2015,25-Sep,25-Jul,INDIANA,18,SOUTHWEST,70,WARRICK,173,WHEAT,"4,200","3,800",66.3
2015,25-Sep,25-Jul,INDIANA,18,WEST CENTRAL,40,CLAY,21,WHEAT,600,550,53.8
2015,25-Sep,25-Jul,INDIANA,18,WEST CENTRAL,40,MONTGOMERY,107,WHEAT,"1,700","1,650",89.1
2015,25-Sep,25-Jul,INDIANA,18,WEST CENTRAL,40,PARKE,121,WHEAT,"2,000","1,600",77.5
2015,25-Sep,25-Jul,INDIANA,18,WEST CENTRAL,40,TIPPECANOE,157,WHEAT,"3,500","3,350",71.3
2015,25-Sep,25-Jul,INDIANA,18,WEST CENTRAL,40,VIGO,167,WHEAT,"1,300","1,250",56.6
2015,10-Sep,15-Jul,KANSAS,20,CENTRAL,50,BARTON,9,WHEAT,"158,500","157,230",40.8
2015,10-Sep,15-Jul,KANSAS,20,CENTRAL,50,DICKINSON,41,WHEAT,"140,000","139,500",46.6
2015,10-Sep,15-Jul,KANSAS,20,CENTRAL,50,ELLIS,51,WHEAT,"96,000","94,500",32.9
2015,10-Sep,15-Jul,KANSAS,20,CENTRAL,50,ELLSWORTH,53,WHEAT,"83,600","82,400",36
2015,10-Sep,15-Jul,KANSAS,20,CENTRAL,50,MARION,115,WHEAT,"127,400","126,500",46.3
2015,10-Sep,15-Jul,KANSAS,20,CENTRAL,50,MCPHERSON,113,WHEAT,"210,900","210,330",45.8
2015,10-Sep,15-Jul,KANSAS,20,CENTRAL,50,RUSH,165,WHEAT,"110,900","109,320",35.1
2015,10-Sep,15-Jul,KANSAS,20,CENTRAL,50,RUSSELL,167,WHEAT,"74,400","70,300",34.8
2015,10-Sep,15-Jul,KANSAS,20,CENTRAL,50,SALINE,169,WHEAT,"121,000","120,280",38.6
2015,10-Sep,15-Jul,KANSAS,20,EAST CENTRAL,80,ANDERSON,3,WHEAT,"15,400","14,900",36.2
2015,10-Sep,15-Jul,KANSAS,20,EAST CENTRAL,80,CHASE,17,WHEAT,"10,500","10,400",46
2015,10-Sep,15-Jul,KANSAS,20,EAST CENTRAL,80,COFFEY,31,WHEAT,"16,700","16,500",41.3
2015,10-Sep,15-Jul,KANSAS,20,EAST CENTRAL,80,DOUGLAS,45,WHEAT,"4,600","4,220",30.9
2015,10-Sep,15-Jul,KANSAS,20,EAST CENTRAL,80,FRANKLIN,59,WHEAT,"14,400","14,300",39.9
2015,10-Sep,15-Jul,KANSAS,20,EAST CENTRAL,80,GEARY,61,WHEAT,"10,900","10,800",43.9
2015,10-Sep,15-Jul,KANSAS,20,EAST CENTRAL,80,LINN,107,WHEAT,"8,600","7,860",32.9
2015,10-Sep,15-Jul,KANSAS,20,EAST CENTRAL,80,LYON,111,WHEAT,"15,700","15,400",35.7
2015,10-Sep,15-Jul,KANSAS,20,EAST CENTRAL,80,MIAMI,121,WHEAT,"8,800","8,310",50.1
2015,10-Sep,15-Jul,KANSAS,20,EAST CENTRAL,80,MORRIS,127,WHEAT,"29,100","28,700",41.4
2015,10-Sep,15-Jul,KANSAS,20,EAST CENTRAL,80,OSAGE,139,WHEAT,"11,400","11,300",39.5
2015,10-Sep,15-Jul,KANSAS,20,EAST CENTRAL,80,SHAWNEE,177,WHEAT,"6,300","6,030",44.1
2015,10-Sep,15-Jul,KANSAS,20,NORTH CENTRAL,40,JEWELL,89,WHEAT,"123,600","117,400",36.7
2015,10-Sep,15-Jul,KANSAS,20,NORTH CENTRAL,40,MITCHELL,123,WHEAT,"160,800","153,750",45
2015,10-Sep,15-Jul,KANSAS,20,NORTH CENTRAL,40,OSBORNE,141,WHEAT,"117,100","110,400",31.3
2015,10-Sep,15-Jul,KANSAS,20,NORTH CENTRAL,40,OTTAWA,143,WHEAT,"93,100","91,450",36.9
2015,10-Sep,15-Jul,KANSAS,20,NORTH CENTRAL,40,PHILLIPS,147,WHEAT,"94,100","84,900",28.2
2015,10-Sep,15-Jul,KANSAS,20,NORTH CENTRAL,40,REPUBLIC,157,WHEAT,"70,900","65,340",35.3
2015,10-Sep,15-Jul,KANSAS,20,NORTH CENTRAL,40,SMITH,183,WHEAT,"126,700","110,000",31
2015,10-Sep,15-Jul,KANSAS,20,NORTH CENTRAL,40,WASHINGTON,201,WHEAT,"61,400","58,200",30.5
2015,10-Sep,15-Jul,KANSAS,20,NORTHEAST,70,ATCHISON,5,WHEAT,"2,100","1,830",33
2015,10-Sep,15-Jul,KANSAS,20,NORTHEAST,70,BROWN,13,WHEAT,"3,900","3,260",42
2015,10-Sep,15-Jul,KANSAS,20,NORTHEAST,70,JACKSON,85,WHEAT,"6,200","6,040",32.9
2015,10-Sep,15-Jul,KANSAS,20,NORTHEAST,70,JEFFERSON,87,WHEAT,"3,600","3,520",32.4
2015,10-Sep,15-Jul,KANSAS,20,NORTHEAST,70,LEAVENWORTH,103,WHEAT,"3,200","3,120",38.5
2015,10-Sep,15-Jul,KANSAS,20,NORTHEAST,70,POTTAWATOMIE,149,WHEAT,"4,800","4,620",32.3
2015,10-Sep,15-Jul,KANSAS,20,NORTHWEST,10,CHEYENNE,23,WHEAT,"137,400","128,810",37.8
2015,10-Sep,15-Jul,KANSAS,20,NORTHWEST,10,DECATUR,39,WHEAT,"108,900","104,300",31.1
2015,10-Sep,15-Jul,KANSAS,20,NORTHWEST,10,NORTON,137,WHEAT,"94,700","82,560",31.1
2015,10-Sep,15-Jul,KANSAS,20,NORTHWEST,10,RAWLINS,153,WHEAT,"153,300","142,370",35.4
2015,10-Sep,15-Jul,KANSAS,20,NORTHWEST,10,SHERMAN,181,WHEAT,"182,400","172,500",43.8
2015,10-Sep,15-Jul,KANSAS,20,NORTHWEST,10,THOMAS,193,WHEAT,"197,800","185,600",40.4
2015,10-Sep,15-Jul,KANSAS,20,SOUTH CENTRAL,60,COMANCHE,33,WHEAT,"45,600","44,880",41.5
2015,10-Sep,15-Jul,KANSAS,20,SOUTH CENTRAL,60,EDWARDS,47,WHEAT,"110,200","109,000",43.7
2015,10-Sep,15-Jul,KANSAS,20,SOUTH CENTRAL,60,HARPER,77,WHEAT,"221,300","216,220",27.7
2015,10-Sep,15-Jul,KANSAS,20,SOUTH CENTRAL,60,HARVEY,79,WHEAT,"111,300","110,930",46.9
2015,10-Sep,15-Jul,KANSAS,20,SOUTH CENTRAL,60,KINGMAN,95,WHEAT,"189,800","188,330",39.9
2015,10-Sep,15-Jul,KANSAS,20,SOUTH CENTRAL,60,PAWNEE,145,WHEAT,"136,200","135,300",40.9
2015,10-Sep,15-Jul,KANSAS,20,SOUTH CENTRAL,60,PRATT,151,WHEAT,"177,600","176,500",43.5
2015,10-Sep,15-Jul,KANSAS,20,SOUTH CENTRAL,60,RENO,155,WHEAT,"227,900","225,200",42
2015,10-Sep,15-Jul,KANSAS,20,SOUTH CENTRAL,60,SEDGWICK,173,WHEAT,"175,600","174,010",38.3
2015,10-Sep,15-Jul,KANSAS,20,SOUTH CENTRAL,60,STAFFORD,185,WHEAT,"134,000","132,800",43
2015,10-Sep,15-Jul,KANSAS,20,SOUTH CENTRAL,60,SUMNER,191,WHEAT,"367,300","354,770",24.8
2015,10-Sep,15-Jul,KANSAS,20,SOUTHEAST,90,ALLEN,1,WHEAT,"24,800","24,500",41.1
2015,10-Sep,15-Jul,KANSAS,20,SOUTHEAST,90,BOURBON,11,WHEAT,"6,600","6,210",47.4
2015,10-Sep,15-Jul,KANSAS,20,SOUTHEAST,90,BUTLER,15,WHEAT,"53,700","52,800",42.6
2015,10-Sep,15-Jul,KANSAS,20,SOUTHEAST,90,CHAUTAUQUA,19,WHEAT,"4,200","4,110",44.2
2015,10-Sep,15-Jul,KANSAS,20,SOUTHEAST,90,CHEROKEE,21,WHEAT,"58,600","58,300",48.4
2015,10-Sep,15-Jul,KANSAS,20,SOUTHEAST,90,COWLEY,35,WHEAT,"88,100","86,100",28.9
2015,10-Sep,15-Jul,KANSAS,20,SOUTHEAST,90,GREENWOOD,73,WHEAT,"8,600","8,070",43
2015,10-Sep,15-Jul,KANSAS,20,SOUTHEAST,90,LABETTE,99,WHEAT,"38,600","38,100",38.4
2015,10-Sep,15-Jul,KANSAS,20,SOUTHEAST,90,MONTGOMERY,125,WHEAT,"41,600","41,300",39.9
2015,10-Sep,15-Jul,KANSAS,20,SOUTHEAST,90,NEOSHO,133,WHEAT,"31,000","30,800",38.1
2015,10-Sep,15-Jul,KANSAS,20,SOUTHEAST,90,WILSON,205,WHEAT,"43,100","42,700",41.8
2015,10-Sep,15-Jul,KANSAS,20,SOUTHEAST,90,WOODSON,207,WHEAT,"16,000","16,000",41.5
2015,10-Sep,15-Jul,KANSAS,20,SOUTHWEST,30,CLARK,25,WHEAT,"77,300","73,020",41.4
2015,10-Sep,15-Jul,KANSAS,20,SOUTHWEST,30,FINNEY,55,WHEAT,"173,300","164,300",41
2015,10-Sep,15-Jul,KANSAS,20,SOUTHWEST,30,FORD,57,WHEAT,"185,200","181,100",37.9
2015,10-Sep,15-Jul,KANSAS,20,SOUTHWEST,30,GRANT,67,WHEAT,"100,000","76,700",33.5
2015,10-Sep,15-Jul,KANSAS,20,SOUTHWEST,30,GRAY,69,WHEAT,"143,800","141,300",46.6
2015,10-Sep,15-Jul,KANSAS,20,SOUTHWEST,30,HAMILTON,75,WHEAT,"140,300","77,760",20.5
2015,10-Sep,15-Jul,KANSAS,20,SOUTHWEST,30,MEADE,119,WHEAT,"98,200","94,500",39.3
2015,10-Sep,15-Jul,KANSAS,20,SOUTHWEST,30,MORTON,129,WHEAT,"94,200","68,600",30.6
2015,10-Sep,15-Jul,KANSAS,20,SOUTHWEST,30,SEWARD,175,WHEAT,"69,900","63,300",39.9
2015,10-Sep,15-Jul,KANSAS,20,SOUTHWEST,30,STEVENS,189,WHEAT,"86,000","74,800",36.4
2015,10-Sep,15-Jul,KANSAS,20,WEST CENTRAL,20,GOVE,63,WHEAT,"113,700","101,640",31.1
2015,10-Sep,15-Jul,KANSAS,20,WEST CENTRAL,20,GREELEY,71,WHEAT,"190,400","177,360",26.3
2015,10-Sep,15-Jul,KANSAS,20,WEST CENTRAL,20,LANE,101,WHEAT,"108,600","95,360",33
2015,10-Sep,15-Jul,KANSAS,20,WEST CENTRAL,20,NESS,135,WHEAT,"128,200","122,310",28.3
2015,10-Sep,15-Jul,KANSAS,20,WEST CENTRAL,20,TREGO,195,WHEAT,"90,400","87,280",31.5
2015,10-Sep,15-Jul,KANSAS,20,WEST CENTRAL,20,WALLACE,199,WHEAT,"105,500","100,200",37.8
2015,10-Sep,15-Jul,KANSAS,20,WEST CENTRAL,20,WICHITA,203,WHEAT,"159,800","149,000",36.8
2015,27-Sep,10-Jul,KENTUCKY,21,BLUEGRASS,50,BOURBON,17,WHEAT,"1,700",950,48.4
2015,27-Sep,10-Jul,KENTUCKY,21,BLUEGRASS,50,CLARK,49,WHEAT,500,90,48.9
2015,27-Sep,10-Jul,KENTUCKY,21,BLUEGRASS,50,FAYETTE,67,WHEAT,"1,100",260,54.6
2015,27-Sep,10-Jul,KENTUCKY,21,BLUEGRASS,50,HARRISON,97,WHEAT,700,270,60
2015,27-Sep,10-Jul,KENTUCKY,21,BLUEGRASS,50,LINCOLN,137,WHEAT,"2,200",260,58.5
2015,27-Sep,10-Jul,KENTUCKY,21,BLUEGRASS,50,MASON,161,WHEAT,"2,000",370,55.4
