Year,State,State ANSI,County,ACRES Planted,ACRES Harvested,Acres Loss,Hectare Planted,Hectare Harvested,Hectare Loss,% of Loss,08-20,09-03,09-17,10-01,10-15,10-29,11-12,11-26,12-10,12-24,01-07,01-21,02-04,02-18,03-04,03-18,04-01,04-15,04-29,05-13,05-27,06-10,06-24,07-08,07-22,08-05,08-19
2019,NORTH CAROLINA,37,Currituck,"3,400","2,950",450,1375.9324,1193.8237,182.1087,0.132352941,,0.6062405361560406,0.5999055294172609,0.5321591392017181,0.4369227100615887,0.1179149233132034,0.3095570986234754,0.24711090235293426,0.5150049575825443,0.01919810763709238,0.46852177117491917,0.49255426206758585,0.3516375966476752,0.013421691171808376,0.42902126043085703,0.5956438758854772,0.19084153403227092,0.45417253224208404,0.4051390547595343,0.14297363594097803,0.008696898077692366,0.026600782319223176,0.4167296550364331,0.6433237869739336,0.3941358191160341,0.1189892587857573,0.642945874104006
2019,NORTH CAROLINA,37,Edgecombe,"8,600","7,700",900,3480.2996,3116.0822,364.2174,0.104651163,0.5846108616209018,0.3453357264878797,0.3925515074272002,0.38235810421687105,,,,0.34816455282794484,0.49009327315298856,0.18986218664555543,0.5621999920857347,0.5338230069421541,0.3515771384665862,0.05791038700723983,0.4768448927393869,0.6979558814455672,0.7304259219602959,0.48812696649149667,0.4612419777803295,0.44544083249214556,0.11045822914436969,0.2792917638402013,0.2680784546058296,0.26508685761924466,0.298941145890982,0.22139541645013766,0.4065572741688416
2019,NORTH CAROLINA,37,Gates,"4,100","3,800",300,1659.2126,1537.8068,121.4058,0.073170732,0.27107036538571927,0.6389996105435127,0.6810272840108427,0.47764005304811386,0.440660028721048,0.1884403563070747,0.2479937528393934,0.36766992952761013,0.4812683879584873,0.07452592528983949,0.5043419974975833,0.4708254448102009,0.3933644995348144,0.015610526497533039,0.5180908922833999,0.6314695134848524,0.6356680162690305,-0.023281189287494675,0.12051595561210379,0.42066918020701594,0.1632650380204007,0.38402227201860106,0.3803336236897192,0.4453004396711747,0.4793805859460928,0.5304322771103335,0.7751621081730845
2019,NORTH CAROLINA,37,Halifax,"3,500","1,150","2,350",1416.401,465.3889,951.0121,0.671428571,0.6634520382432125,0.3620387631048677,0.5502308525682006,0.43541626710761155,,,,0.3370100292950539,0.4377190180013411,0.1755517602213857,0.3523645468616522,0.4399839727877622,0.10941384384696219,0.01834356951071645,0.32707330704518717,0.5066046588357549,0.7287546815267478,0.5355161308143456,0.25482469640995997,0.43013977827538485,0.08886573760712221,0.3243043009944949,0.3488052954727388,0.45416544330622527,0.39102687435224787,0.398749794606331,0.7391343159861514
2019,NORTH CAROLINA,37,Hertford,"2,700","1,520","1,180",1092.6522,615.12272,477.52948,0.437037037,0.47044042335289193,0.5095752444074906,0.574731877507021,0.4768972685300003,0.38092225575271854,0.2719549337246434,0.3838591948404931,0.4347607555685773,0.5638774792794552,0.15155739947199692,0.5843957457310804,0.5495406193143825,0.493924010045561,0.02077040702368281,0.6836313740398404,0.719818036449632,0.7507881458140376,-0.009021616865127943,0.17532189335318712,0.44032832005463396,0.12004840646276102,0.28577397540252847,0.26784759015344295,0.2650525747644112,0.305656532240784,0.2901269851923962,0.2786527929706666
2019,NORTH CAROLINA,37,Martin,"3,300","2,820",480,1335.4638,1141.21452,194.24928,0.145454545,0.6709701106693263,0.37264992501343164,0.5206647048482828,0.38489367582763095,0.3338132150855198,0.34490964501565896,0.45126754965183674,0.4563534663762883,0.6204641695371116,0.2543780266338577,0.6311800997202001,0.5871373572960756,0.4469587358429009,0.036987528474630785,0.6019350298271926,0.7576322571263203,0.8106810378312532,0.6492291529904687,0.2338478199118501,0.4112217451220107,0.11378333527185981,0.2549602573941714,0.28673751302722117,0.26819398551290163,0.2827780403428955,0.25679053273873914,0.30373035222555267
2019,NORTH CAROLINA,37,Nash,"3,400","2,380","1,020",1375.9324,963.15268,412.77972,0.3,0.6729700528898783,0.38893903238402805,0.4587377460631258,0.47200798355444945,,,,0.4333446294715106,0.4947204458862242,0.037711716069400776,0.1570714494469539,0.4643069612741789,0.25882950468167293,0.09550512944853458,0.4005655983989896,0.49332642879961996,0.6690196746824497,0.41496097429723133,0.4121659701803679,0.4093389016633616,0.019271268335642484,0.4083443028597562,0.3257718565133983,0.5373757577051153,0.45252350662304935,0.5684800788804311,0.7011992170691786
2019,NORTH CAROLINA,37,Northampton,"4,400","3,040","1,360",1780.6184,1230.24544,550.37296,0.309090909,0.5696319791926413,0.3555370646879298,0.5437979281496743,0.43505707110398856,0.4607997010479764,0.27103084983244746,0.36432596561138186,0.378434277380155,0.4873567353959571,0.23482391358058316,0.5090478476410397,0.503080076166905,0.22291750705028437,0.013422457657068163,0.4956363519993203,0.6767357019204705,0.7554961683222312,0.7289525484203798,0.32810653618726904,0.460148845594031,0.09186069229467107,0.2990929988964857,0.30790846048812626,0.4825444157033108,0.5749383416323178,0.46227879118666876,0.7231957636197847
2019,NORTH CAROLINA,37,Pasquotank,"4,700","3,880",820,1902.0242,1570.18168,331.84252,0.174468085,,0.4236152284233643,0.44882601526260274,0.30599373358057347,0.26070292076548907,0.1296889519775142,0.24853817859335692,0.19160619445896965,0.4561858039824629,0.08692629493728068,0.5011453278744838,0.46652352383028967,0.2759026721925979,0.009607411032739467,0.5414131166201578,0.6253779111937989,0.5532576517031133,0.4059821360817035,0.4078525704108999,0.39615931329938475,0.06451118626656223,0.2179493788171909,0.195880332672414,0.24422007829794476,0.24941576179479064,0.2495109531484179,0.4087950513136159
2019,NORTH CAROLINA,37,Perquimans,"10,300","9,230","1,070",4168.2658,3735.25178,433.01402,0.103883495,,0.498153237126095,0.6100388115008943,0.4722387604960123,0.40416751584345123,0.12106140508470695,0.19626539162708648,0.1820365585880023,0.44335188564998274,0.09947491368350116,0.4987054071167334,0.4667855080917139,0.3769550875215858,0.011446099780794215,0.5660997927704359,0.6063744991952269,0.6962956202948163,0.18382530284086607,0.16059522878351423,0.5122190379239935,0.1437924067232964,0.33940444971617295,0.3812556447975937,0.5242342223439466,0.5714047157481059,0.41127280065187566,0.7256837820326316
2019,NORTH CAROLINA,37,Washington,"2,900","2,240",660,1173.5894,906.49664,267.09276,0.227586207,0.6089499332966561,0.7239974097908833,0.7420740907992325,0.42277326560315054,0.3242713117377396,0.09708359792342638,0.4132914168515124,0.2389548551802617,0.5454292136216146,0.014446170820460248,0.5841884218175736,0.576069068805398,0.46650480441601555,0.0031458287073506614,0.5728348876950078,0.6909476984252549,0.7184215638680982,0.07675299386491233,0.08671484253392904,0.2999424113862503,0.05876872149393658,0.28920804742070466,0.24704220886829992,0.2741999607748617,0.2489976243942667,0.2242459620296483,0.27047848538962066
