Year,State,State ANSI,County,ACRES Planted,ACRES Harvested,Acres Loss,Hectare Planted,Hectare Harvested,Hectare Loss,% of Loss,08-20,09-03,09-17,10-01,10-15,10-29,11-12,11-26,12-10,12-24,01-07,01-21,02-04,02-18,03-03,03-17,03-31,04-14,04-28,05-12,05-26,06-09,06-23,07-07,07-21,08-04,08-18
2020,TENNESSEE,47,Madison,"7,800","7,110",690,3156.5508,2877.31746,279.23334,0.088461538,0.518873854634453,0.5546391263632321,0.32735105499384515,0.5541969984934368,0.11610143185620354,0.392534797124269,0.3577293204415723,0.4327231460474273,0.014331565845494162,0.040971378352936606,0.005872700583796436,0.25134635766015373,0.24973532660788386,0.19522403591060028,0.03858075287265702,0.1277854538457382,0.1567594955703188,0.3647770514702609,0.6637794654415474,0.06616004289680638,0.4927374465474736,0.11650815767799465,0.5547002293735269,0.4244755822520837,0.07472495199324107,0.5998912801755527,0.19409840264483394
2020,TENNESSEE,47,Weakley,"18,900","17,600","1,300",7648.5654,7122.4736,526.0918,0.068783069,0.5313778113356801,0.4537405246195717,0.2214728686113301,0.4473092535742356,0.08776098682288876,0.2940920735086919,0.2872131813354447,0.05508694042639629,0.025447464180728668,0.07293119742105669,0.031090416262972074,0.31048046188778716,0.25729000422915005,0.19143189077780876,0.030148102279053235,0.10653898012476684,0.12125989941500678,0.1766197626557655,0.6549233267186111,0.04004362981294498,0.4009111735144462,0.20208253318219493,0.3973355643136077,0.47821540144028435,0.06917018887833465,0.5685321534516535,0.5157337475850385
2020,TENNESSEE,47,Lawrence,"7,900","6,990",910,3197.0194,2828.75514,368.26426,0.115189873,0.466462600619419,0.3082462494395896,0.28054812700903015,0.07822759953887844,0.01501381596356919,0.3066579801358488,0.2956141536406516,0.2908453481577571,0.3337651278735184,0.012810803700686858,0.012694751897421627,0.4358122750674997,-0.007984838522346532,0.5463662468973971,0.07657318513912927,0.0574864782397495,0.022162262939208203,0.0870644732468743,0.5431282690669289,0.003399187710161881,0.38355678727696335,0.07074778057194091,0.01818285866135025,0.3542204018877507,0.1786477039448552,0.6862792064854696,0.4306258284060048
2020,TENNESSEE,47,Montgomery,"10,500","9,140","1,360",4249.203,3698.83004,550.37296,0.12952381,0.39275612432190754,0.3663427796169082,0.09004323898873769,0.19881694598660193,0.02318597588170637,0.2902114955857363,0.30213394405134675,0.3307185256237888,0.42155665626929917,0.01273460942942003,0.006090542432542799,0.6037943180239982,0.010165393364561601,0.6612982979957723,0.05127902484314645,0.04250842157096826,0.035143065040266076,0.3987441458964605,0.7471823723955677,0.6002323320764102,0.3377503991008247,0.02592678002719908,0.040649451409474416,0.22158192303971724,0.44555346464613754,0.366796298775888,0.01758703887605707
2020,TENNESSEE,47,Robertson,"41,000","35,700","5,300",16592.126,14447.2902,2144.8358,0.129268293,0.5109744018863066,0.3462912831991825,0.2107569032092208,0.21352370482920927,0.01231116624857596,0.2666341299256492,0.2591555351031868,0.2879148559056187,0.33816001533217016,0.013870244800039181,0.009666655912066611,0.5068403947912348,0.01597026788789534,0.555686945578429,0.06711324422225114,0.06024169240652973,0.0439848411946996,0.22465515409954598,0.6479835755255864,0.3915117994519348,0.47846487007713734,0.0006702106098037435,0.1681870019150531,0.25485797599960996,0.35526531847944426,0.5136346291082293,0.0710124457135037
2020,TEXAS,48,Bell,"18,800","13,100","5,700",7608.0968,5301.3866,2306.7102,0.303191489,0.2160067128271393,0.2022342041979285,0.13919219929888244,0.2134551715057145,0.24069738355082912,0.007166114526204225,0.2538730202996996,0.2206683741809267,0.042678652781232396,0.48817505248900206,-0.0020620895214835174,0.6570794459725295,0.5819615511662107,0.5591164921225147,-0.01301275597386775,0.5748853146925035,0.013498538896280535,0.6387198761269299,0.3806910312368092,0.11240907946591634,0.23933230399989072,0.19025978935794513,0.1146826447312997,0.12504222633275833,0.2314653298490575,0.21199808270571005,0.19218028849934074
2020,TEXAS,48,Collin,"17,700","5,520","12,180",7162.9422,2233.86672,4929.07548,0.688135593,0.13656842990143067,0.2574416557897013,0.1362151665816624,0.2461714585430356,0.20290566554786074,0.1776697203796869,0.2858362515664887,0.14913372096003993,0.09054286737087969,0.36752204395246146,-0.014008546679651141,0.5920068611599858,0.5891703640360797,0.5370704844531192,0.13106684020637452,0.11571313737831034,-0.010352706940851596,0.5758420878691728,0.5304840347886565,0.12036202432329551,0.2581080039878657,0.260005120422392,0.23096293217103647,0.33388788640237915,0.3056415935273768,0.23485643120638883,0.25601677523468763
2020,TEXAS,48,Cooke,"25,200","8,440","16,760",10198.0872,3415.54984,6782.53736,0.665079365,0.23208420673078728,0.3334129545953709,0.34066323385605474,0.35171680434930136,0.3434864957727932,-0.003348383717536806,-0.00787289667797702,0.39818476737339487,0.006419018066740732,0.49007328537043965,0.02526872024839041,0.01424906903221885,0.5177194419777223,0.3970042313373146,0.009207642422189454,0.6025179737771048,0.3035240337840972,0.448592344463379,0.5274034796271434,0.11159087418337962,0.3406415555831519,0.28251210306409186,0.3728055580482921,0.3986242063389977,0.4202667635355725,0.3560611898769278,0.27720924137757197
2020,TEXAS,48,Coryell,"13,100","7,160","5,940",5301.3866,2897.55176,2403.83484,0.453435115,0.1635939356637215,0.19364981985467924,0.19544404231224458,0.15541633406184402,0.25742373514592193,0.0120465878882233,0.16465361078461954,0.3161760123736921,0.09721534189651275,0.4634904409764979,-0.007371158078283633,0.18933140343217406,0.6401704632164175,0.3525500667068273,-0.019356153503332182,0.6347015233287188,0.08219337279086145,0.627930375723843,0.37566457679441206,0.2216187982941979,0.24770751255891302,0.1654305186003517,0.24210669247903416,0.18523080993246643,0.2369057298038883,0.20716617431104484,0.11509967700743141
2020,TEXAS,48,Denton,"24,000","10,700","13,300",9712.464,4330.1402,5382.3238,0.554166667,0.16708465593077945,0.28639422904693607,0.2757481580696083,0.2989819901796312,0.2690982275795463,-0.004081953883729309,0.016460834088040787,0.31578812592223926,0.0016089034650846477,0.4294134751996869,0.046256146327874614,0.09969682299140349,0.49691280283618294,0.49490874529378137,-0.002784756612387426,0.5123965942218879,0.24775534435530588,0.34930425679652594,0.46834276296332217,0.08729910068729904,0.3020509673342161,0.2749011021029372,0.33432531784273517,0.3989002913895539,0.40767256796333073,0.33261413424247277,0.3025941512562059
