Year,State,State ANSI,County,ACRES Planted,ACRES Harvested,Acres Loss,Hectare Planted,Hectare Harvested,Hectare Loss,% of Loss,08-20,09-03,09-17,10-01,10-15,10-29,11-12,11-26,12-10,12-24,01-07,01-21,02-04,02-18,03-04,03-18,04-01,04-15,04-29,05-13,05-27,06-10,06-24,07-08,07-22,08-05,08-19
2021,KANSAS,20,Harvey,"86,500","83,300","3,200",35005.339,33710.3438,1294.9952,0.03699422,0.11212062391812583,0.2462768723316028,0.29174590247539217,0.23236059001983075,0.02042509550666173,0.07217780843486636,-0.00047830198757402775,0.4525088271312158,0.44500546166477384,0.4360932815555935,0.3624516474546283,0.4286604139732391,0.023369506999774716,0.43295419853289135,0.4717763270571282,0.6080907710209026,0.49844220299149145,0.23173598209288815,0.013680691047726916,0.034602107791307395,0.21488602205389593,0.2371332916477055,0.26181639253341016,0.2877913442490324,0.301349821482811,0.26219189287926603,0.3018449466562273
2021,KANSAS,20,Kingman,"170,500","164,400","6,100",68998.963,66530.3784,2468.5846,0.035777126,0.1534113905615122,0.2656525838660023,0.2475178241247813,0.2597005646191981,0.0273212772635969,0.3730102637293617,0.0013385078267909613,0.5617980848842883,0.5677828072612549,0.5749600336289162,0.27865947750088543,0.36558417937699295,0.021903036354012424,0.4631415553736859,0.44690315921067253,0.6501988401379322,0.6337297291703156,0.03870605315566517,0.2787491908121345,0.04543923811118383,0.19171738073110658,0.19648548916698477,0.2144146314111481,0.21139527488243848,0.27662823826133365,0.16372281770832392,0.23293575118365487
2021,KANSAS,20,Kiowa,"56,800","54,800","2,000",22986.1648,22176.7928,809.372,0.035211268,0.26004937541783896,0.22016874602582626,0.22000648366097428,0.2464645304879941,0.3112810797216605,0.06918293690883168,-0.004722684642574513,0.5241059753513025,0.15848550807986447,0.5499415412767202,0.5366220410993545,0.5188338632478227,0.07186956539878786,0.4019456031599738,-0.009794599347278094,0.58172883214984,0.46929858965709276,0.004947518744675232,0.6783514047264002,0.21161898580947197,0.22437610266800434,0.27453742577042534,0.20510945682575116,0.2611591840758811,0.28169806118647955,0.2697262304844517,0.27806969886720806
2021,KANSAS,20,Pawnee,"115,500","111,300","4,200",46741.233,45041.5518,1699.6812,0.036363636,0.1857461224620508,0.28028789941799576,0.22084849375792473,0.2330412821609174,0.315525172723483,0.14538962579154754,-0.00783246082787185,0.5150328694205495,0.5259844613248077,0.5754929174299891,0.5395030170206445,0.34156697015482806,0.11089536565802516,0.3969316402259677,0.01661720470229505,0.6036235739056464,0.4085688074968393,0.006865705042283615,0.737501935218458,0.18350815708503637,0.3301584684117865,0.2572577155375931,0.2138462849697305,0.2907337823243347,0.2729596322157741,0.25754566498507253,0.2469144207799228
2021,KANSAS,20,Pratt,"140,000","134,900","5,100",56656.04,54592.1414,2063.8986,0.036428571,0.3023163013690312,0.2571118767814691,0.23552503354815996,0.23940068322392824,0.3084541054793023,0.10683751508029135,-0.005046566459268111,0.5256617900795701,0.4633905159818925,0.5490358596400277,0.5312373170604812,0.43257749520026634,0.06800485109801352,0.41746519207436067,-0.009009030092829525,0.6086148486438138,0.5547329270727414,0.00423163464168897,0.6820866520021566,0.2773663389544074,0.3439823882581048,0.26264054929303227,0.24072892848159697,0.2806655415078909,0.23938775194796763,0.047010435143949994,0.2359190623631214
2021,KANSAS,20,Sedgwick,"144,000","138,900","5,100",58274.784,56210.8854,2063.8986,0.035416667,0.18796450504810508,0.2628033915196532,0.29071871669379096,0.24342089413881393,0.011426291997232305,0.2617083396062788,-0.008293183881845806,0.45513134637250174,0.47164342683198013,0.3304296248985126,0.2805483919520893,0.3745233165817638,0.027319850820710624,0.44929957669681336,0.23814158560676638,0.6658502578194622,0.5932467997513741,0.2008911090090957,0.042009471419212865,0.021613406938041497,0.19997990191441697,0.19797249223345648,0.2827719548029075,0.21348338750277873,0.27939388024705336,0.2072547634095093,0.23641870351367172
2021,KANSAS,20,Sumner,"304,500","294,500","10,000",123226.887,119180.027,4046.86,0.032840722,0.1398375552196098,0.11257370174401407,0.29808136880445,0.24249522928167414,0.011387956579737294,0.16676895413269383,0.05183159408489795,0.5153128271852001,0.5581985494838937,0.42934025971418066,0.18182498438699954,0.22646933255020948,0.0553398425276129,0.4682016085766539,0.4600031287954947,0.6157124200122805,0.2676830253717254,0.447703977331439,0.2895075204570825,-0.001091714559647745,0.1880394693660224,0.24038819674670892,0.3300062569053346,0.22567584683829237,0.24027599304735064,0.18998044512428178,0.20094554873932627
2021,KANSAS,20,Allen,"13,800","13,300",500,5584.6668,5382.3238,202.343,0.036231884,0.06842006340555251,0.5147550445024701,0.3946641344658159,0.28356478055298473,0.01152643708573858,0.007468742474002118,0.15448033682666487,0.4239905290777059,0.40658853418248997,0.5136056141246064,0.37096344509642054,0.030641033774007665,0.018528806955451303,0.4674490871530554,0.25156410054888095,0.2875060812487782,0.7248173146981223,0.37249136744319505,0.0488193837529985,0.4080904653575537,0.31718387992760294,0.2646086105931053,0.22163797051839582,0.35152911011256327,0.26142957363872515,0.3830422706059293,0.2157610926526227
2021,KANSAS,20,Bourbon,"6,900","6,640",260,2792.3334,2687.11504,105.21836,0.037681159,0.1074937516445608,0.5485643338514028,0.4523497574335679,0.3170969484813706,0.011997392159616838,0.17437796407266218,0.0982999179666281,0.43274641179708373,0.412239202077384,0.19656203078936496,0.17792540144467373,0.01788803281766888,0.022276763487872463,0.4589630841926296,0.06451038193941895,0.33684428524576815,0.7068742832971813,0.3654700432276227,0.045314900172228896,0.13359911178662792,0.46844066638725274,0.13052398364446188,0.25387559534907356,0.4104342773238398,0.37316445195154724,0.4027288528267971,0.22063341527970784
2021,KANSAS,20,Butler,"36,500","35,200","1,300",14771.039,14244.9472,526.0918,0.035616438,0.21369984839135783,0.03228677872948362,0.3882876795733262,0.2664623556072275,0.0235833144419271,0.022243595474849276,-0.0017177419126489129,0.40979834162446604,0.3922540076911961,0.0710281932587811,0.20449358071558874,0.3082036826974769,0.054113354311707544,0.3771581702657863,0.37519979101707907,0.5615630367811572,0.16895668659340735,0.6471704285876416,-0.0022850200195036123,0.040615545721781735,0.2451981959801576,0.3136106061990876,0.3272871305236455,0.23917949728478985,0.3218592950877394,0.30590483528258683,0.3661335931320147
